doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text40,victim,text40_victim,4,I think any woman could be the victim in this kind of relationship not at all relationships male female or like this,,,,
text40,victim,text40_victim,5,but I ca nâ€™t pin it down because I feel like it could be any personality type,,,,
text41,incident,text41_incident,1,Violence against female,AB01,,,
text41,perpetrator,text41_perpetrator,1,Controlling Aggressive,"CB01, PE03",,,
text41,relationship,text41_relationship,1,"Violent , Unhappy","AB01, RE01",,,
text41,victim,text41_victim,1,"Isolated , Unhappy Low self esteem","VI02, VI10, VI03",,,
text42,incident,text42_incident,1,Physical assault Mental isolation Degradation,"AB01, CB04, AB02",,,
text42,perpetrator,text42_perpetrator,1,Controlling Male Breadwinner,"CB01, PE10",,,
text42,relationship,text42_relationship,1,Unequal Married Children,"RE02, RE04, CI05",,,
text42,victim,text42_victim,1,Female Submissive,VI05,,,
text42,victim,text42_victim,2,Isolated Financially dependant Defends perpetrator,"VI02, DE03, VI28",,,
text43,incident,text43_incident,1,Rape,AB03,,,
text43,incident,text43_incident,2,Beating,AB01,,,
text43,perpetrator,text43_perpetrator,1,Disturbed Mental Sick,"PE09, PE09",,,
text43,relationship,text43_relationship,1,Strangers,RE08,,,
text43,victim,text43_victim,1,Pretty Naive Alone,"VI21, VI09, VI02",,,
text44,incident,text44_incident,1,Many Blood,AB06,,,
text44,perpetrator,text44_perpetrator,1,Angry Alcoholic Violent Scary,"PE02, CI01, PE07, PE01",,,
text44,relationship,text44_relationship,1,Bad,RE01,,,
text44,relationship,text44_relationship,2,Unpleasant,RE01,,,
text44,victim,text44_victim,1,Scared Nervous,"VI13, VI13",,,
text44,victim,text44_victim,2,Weak,VI01,,,
text45,incident,text45_incident,1,verbal physical,"AB02, AB01",,,
text45,perpetrator,text45_perpetrator,1,bossy strong evil,"PE04, PE11, PE01",,,
text45,relationship,text45_relationship,1,boyfriend boss collegue,"RE04, RE08, RE08",,,
text45,victim,text45_victim,1,quiet shy weak,"VI08, VI05, VI01",,,
text46,incident,text46_incident,1,When drunk or angry,"CI01, PE02",,,
text46,perpetrator,text46_perpetrator,1,Alpha male,GE08,,,
text46,relationship,text46_relationship,1,One sided,RE02,,,
text46,victim,text46_victim,1,Ordinary,,,,
text47,incident,text47_incident,1,Physical assault Verbal abuse,"AB01, AB02",,,
text47,perpetrator,text47_perpetrator,1,Strong Masculine Powerful,"PE11, GE08",,,
text47,perpetrator,text47_perpetrator,2,Controlling Coercive,"CB01, MA02",,,
text47,relationship,text47_relationship,1,Controlling,CB01,,,
text47,relationship,text47_relationship,2,Difficult,RE01,,,
text47,victim,text47_victim,1,Weak Vulnerable Isolated,"VI01, VI01, VI02",,,
text48,incident,text48_incident,1,Physical Emotional,"AB01, AB02",,,
text48,perpetrator,text48_perpetrator,1,Strong Powerful,"PE11, PE16",,,
text48,perpetrator,text48_perpetrator,2,Dominant Manipulative,"PE04, MA02",,,
text48,relationship,text48_relationship,1,Emotional Rocky,RE01,,,
text48,victim,text48_victim,1,Weak Small Submissive Emotional,"VI01, VI15, VI05, VI18",,,
text49,incident,text49_incident,1,stalking grooming physical violence sexual assault blackamail,"AB02, MA01, AB01, AB03, MA01",,,
text49,perpetrator,text49_perpetrator,1,older loner more money,"PE15, PE08, PE10",,,
text49,relationship,text49_relationship,1,isolated from friends and family dependant,"CI03, DE01",,,
text49,victim,text49_victim,1,younger underage naÃ¯ve vulnerable,"VI14, VI09, VI01",,,
text5,incident,text5_incident,1,"Not necessarily often , but very severe when they happen","FR02.2, AB09",Confused. Needs to be fm_scenario. ,c,fm_recode
text5,perpetrator,text5_perpetrator,1,"Loud , confident female who preys on her quiet partner .","PE08, PE20, PE01, VI08",Confused. Needs to be fm_scenario. ,c,fm_recode
text5,relationship,text5_relationship,1,Outwardly everything seems fine but there is a cycle of emotional and verbal abuse leading to physical abuse,"MA06, AB02, AB01, AB07",Confused. Needs to be fm_scenario. ,c,fm_recode
text5,victim,text5_victim,1,Quiet male who feels emasculated by his partner,"VI08, GE05",Confused. Needs to be fm_scenario. ,c,fm_recode
text50,incident,text50_incident,1,Could be any,,,e,
text50,perpetrator,text50_perpetrator,1,I do nâ€™t believe there are stereotypes,,,e,
text50,relationship,text50_relationship,1,I would nâ€™t be able to assume,,,e,
text50,victim,text50_victim,1,I do nâ€™t believe there are stereotypes,,,e,
text51,incident,text51_incident,1,"hitting , scratching , pushing","AB01, AB13, AB01",,,
text51,perpetrator,text51_perpetrator,1,"working class , angry , larger than victim , drinker","CI02, PE02, PE11, CI01",,,
text51,relationship,text51_relationship,1,"been together medium amount of time , live together , man uses financial and physicolgical control to restrict woman 's movements , bashes her self esteem","RE04, RE09, CB06, CB03, AB02",,,
text51,victim,text51_victim,1,"mother , hard worker , slight frame , keeps head down , does n't dress flamboyantly","CI05, VI22, VI15, VI05, GE05",,,
text52,incident,text52_incident,1,extreme terrifying panic guilt shame,AB05,,,
text52,perpetrator,text52_perpetrator,1,aggressive violent pushy controlling harming strong,"PE03, PE07, PE01, CB01, AB05, PE11",,,
text52,relationship,text52_relationship,1,uncomfortable aggressive crying unstable scary,RE01,,,
text52,victim,text52_victim,1,scared small wide - eyed shaking weak abused,"VI13, VI15, VI13, VI01, AB05",,,
text53,incident,text53_incident,1,Shouting Physical violence controlling behaviour Threats,"AB02, AB01, CB01, AB02",,,
text53,perpetrator,text53_perpetrator,1,Loud Angry,"PE08, PE02",,,
text53,perpetrator,text53_perpetrator,2,Aggressive,PE03,,,
text53,perpetrator,text53_perpetrator,3,Controlling,CB01,,,
text53,relationship,text53_relationship,1,Volatile,RE01,,,
text53,victim,text53_victim,1,Physically weak Timid Quiet,"VI15, VI05, VI08",,,
text54,incident,text54_incident,1,Physical abuse after man comes home drinking,"AB01, CI01",,,
text54,perpetrator,text54_perpetrator,1,"Alpha male , strong and confident , controlling and has anger issues","GE08, PE11, PE20, CB01, PE02",,,
text54,relationship,text54_relationship,1,"Man is in charge , he controls money social life etc","RE02, CB04, CB01",,,
text54,victim,text54_victim,1,"Mum caring for children , scared and stays home most of the time","CI05, VI13, VI02",,,
text55,incident,text55_incident,1,"physical violence , demanding","AB01, AB03",,,
text55,incident,text55_incident,2,sex,,,,
text55,perpetrator,text55_perpetrator,1,"entitled , the main breadwinner , demanding","PE05, PE10, PE05",,,
text55,relationship,text55_relationship,1,"a typical straight couple , traditional , conservative views",GE01,,,
text55,victim,text55_victim,1,"no friends , lack of family support , quiet and not assertive","VI02, VI08, VI05",,,
text56,incident,text56_incident,1,male only ever hits female,AB01,,,
text56,perpetrator,text56_perpetrator,1,evil and nasty and always ready to hurt,"PE01, PE01, PE07",,,
text56,relationship,text56_relationship,1,dominant and submissive and controlling,"RE02, CB01",,,
text56,victim,text56_victim,1,Totally blameless and male completely to blame,VI24,,,
text57,incident,text57_incident,1,"Daily use of verbal abuse , probably the perpetrator has used some kind of violence against her too , hitting her and making she hide the bruises .","AB02, FR01, AB01, MA06",,,
text57,perpetrator,text57_perpetrator,1,"Abusive , manipulative , violent and a liar .","AB05, MA02, PE07, PE01",,,
text57,perpetrator,text57_perpetrator,2,Probably drinks too much and is sexist,"CI01, GE01",,,
text57,relationship,text57_relationship,1,"The perpetrator probably abuses the victim not only in a Physical way , but also in a psychological way too , making sure she creates a dependance on him and has no escape .","AB01, AB02, DE01",,,
text57,victim,text57_victim,1,"Submissive , lonely , too scared to tell friends or family , dependent and traumatized .","VI05, VI02, VI13, DE03, VI10",,,
text58,incident,text58_incident,1,"Punch , kick","AB01, AB01",,,
text58,perpetrator,text58_perpetrator,1,Bully,PE01,,,
text58,relationship,text58_relationship,1,Strained,RE01,,,
text58,victim,text58_victim,1,"Scared , alone","VI13, VI02",,,
text59,incident,text59_incident,1,Rape Choked,"AB03, AB10",,,
text59,incident,text59_incident,2,Punched,AB01,,,
text59,incident,text59_incident,3,Bitten,AB01,,,
text59,perpetrator,text59_perpetrator,1,Forceful Manipulative,"PE04, MA02",,,
text59,perpetrator,text59_perpetrator,2,Deceitful,MA02,,,
text59,relationship,text59_relationship,1,Violet Abusive Worrisome,"AB01, AB05",,,
text59,victim,text59_victim,1,Anxious Trapped Lost,"VI13, VI13, VI10",,,
text6,incident,text6_incident,1,Rape Sexual assault,"AB03, AB03",,,
text6,incident,text6_incident,2,Physical assault Verbal assault,"AB01, AB02",,,
text6,perpetrator,text6_perpetrator,1,Angry Masculine Threatening and intimidating behaviours Manipulative,"PE02, GE08, PE01, MA02",,,
text6,relationship,text6_relationship,1,Isolated Seems normal from outside Controlled,"CI03, MA06, CB01",,,
text6,victim,text6_victim,1,Quiet Small Nervous Frightened Broken down,"VI08, VI15, VI13, VI13, VI13",,,
text60,incident,text60_incident,1,rape sexual assault,"AB03, AB03",,,
text60,perpetrator,text60_perpetrator,1,dominant violent,"PE04, PE07",,,
text60,relationship,text60_relationship,1,stranger hubband,"RE08, RE04",,,
text60,victim,text60_victim,1,victim scared slag drunk deserving,"VI13, BL01, CI01, BL01",,,
text61,incident,text61_incident,1,"Aggressive , violent ,","AB05, AB01",,,
text61,perpetrator,text61_perpetrator,1,"Strong , aggressive , angry , demanding","PE11, PE03, PE02, PE05",,,
text61,relationship,text61_relationship,1,"Unbalanced , giving , sacrifice , manipulative","RE02, RE02, RE02, MA01",,,
text61,victim,text61_victim,1,"Vulnerable , scared , weak , submissive","VI01, VI13, VI01, VI05",,,
text62,incident,text62_incident,1,date rape within marriage,AB03,,,
text62,perpetrator,text62_perpetrator,1,strong drunk does n't understand consent,"PE11, CI01, AB03",,,
text62,relationship,text62_relationship,1,strangers / first date husband and wife,"RE04, RE08",,,
text62,victim,text62_victim,1,Wearing inappropriate clothes Drunk Should have said no,"BL01, CI01, BL01",,,
text63,incident,text63_incident,1,Hitting when female talks to friends,"AB01, CB04",,,
text63,perpetrator,text63_perpetrator,1,"Aggressive , controlling","PE03, CB01",,,
text63,relationship,text63_relationship,1,Male likes to be in control,PE04,,,
text63,victim,text63_victim,1,"Shy , timid , unsure of self","VI05, VI05, VI03",,,
text64,incident,text64_incident,1,physical abuse controlling behaviours,"AB01, CB01",,,
text64,perpetrator,text64_perpetrator,1,aggressive dominant dislikeable,"PE03, PE04, PE01",,,
text64,relationship,text64_relationship,1,married or partners,RE04,,,
text64,victim,text64_victim,1,subservient can not see beyond love of the individual accepting,"VI05, VI28, VI09",,,
text65,incident,text65_incident,1,"Beating , Verbal abuse ,","AB01, AB02",,,
text65,perpetrator,text65_perpetrator,1,Insecure Bully,"PE06, PE01",,,
text65,relationship,text65_relationship,1,Husband / wife Cohabiting,"RE04, RE09",,,
text65,victim,text65_victim,1,Vulnerable Dependent,"VI01, DE03",,,
text66,incident,text66_incident,1,"Verbal abuse , throwing objects and physical abuse .","AB02, AB05, AB01",,,
text66,incident,text66_incident,2,Financial abuse .,CB06,,,
text66,perpetrator,text66_perpetrator,1,Angry and violent .,"PE02, PE07",,,
text66,perpetrator,text66_perpetrator,2,Very short temper and quickly gets upset .,PE02,,,
text66,relationship,text66_relationship,1,Married .,RE04,,,
text66,victim,text66_victim,1,Not confident and reclusive .,"VI03, VI08",,,
text66,victim,text66_victim,2,Small / slight build .,VI15,,,
text67,incident,text67_incident,1,Forced sex against the victim 's will .,AB03,,,
text67,perpetrator,text67_perpetrator,1,Someone strong and always wants to show their strength .,"PE11, PE20",,,
text67,relationship,text67_relationship,1,Husband and wife .,RE04,,,
text67,relationship,text67_relationship,2,Intimate partners or even people had have not know each other a long time .,"RE05, RE04",,,
text67,victim,text67_victim,1,Someone who is weaker than the perpetrator .,VI15,,,
text68,incident,text68_incident,1,intimate,,Exclusion.,e,
text68,perpetrator,text68_perpetrator,1,male,,Exclusion.,e,
text68,relationship,text68_relationship,1,partner,,Exclusion.,e,
text68,victim,text68_victim,1,female,,Exclusion.,e,
text69,incident,text69_incident,1,"physical and verbal aggression , rape , threats , isolated the victim from the world","AB01, AB02, AB03, AB02, CB04",,,
text69,perpetrator,text69_perpetrator,1,toxic masculinity threatens highly manipulative alternates aggressive episodes to being very nice and sweet,"GE01, PE03, MA02, MA04",,,
text69,relationship,text69_relationship,1,"the male perpetrator his violent and dangerous to the female victim but when she seems close to being able to leave him , he becomes nice and apologizes so that she forgives him because she thinks she loves him .","AB01, MA03",,,
text69,relationship,text69_relationship,2,keeps getting worse and harder for the female to leave him,AB11,,,
text69,victim,text69_victim,1,afraid does n't know how to get out tends to justify the perpetrator 's behavior afraid to say what 's happening to family and friends,"VI13, VI13, VI17, VI13",,,
text7,incident,text7_incident,1,sexual harassment and abuse,"AB03, AB05",,,
text7,perpetrator,text7_perpetrator,1,a middle aged man,PE15,,,
text7,relationship,text7_relationship,1,an uncle or close relative,RE10,,,
text7,victim,text7_victim,1,a little girl,VI15,,,
text70,incident,text70_incident,1,"Beating , held down , rape ,","AB01, AB04, AB03",,,
text70,perpetrator,text70_perpetrator,1,"Easily angered or stressed , bad temper , controlling , manipulative , alcoholic","PE02, PE02, CB01, MA02, CI01",,,
text70,relationship,text70_relationship,1,Controlling,CB01,,,
text70,victim,text70_victim,1,"Quiet , reserved , timid , easily controlled .","VI08, VI08, VI05, MA03",,,
text70,victim,text70_victim,2,People pleasing,VI05,,,
text71,incident,text71_incident,1,Shouting Physical assault Control,"AB02, AB01, CB01",,,
text71,perpetrator,text71_perpetrator,1,Aggressive Dominating Loud,"PE03, PE04, PE08",,,
text71,perpetrator,text71_perpetrator,2,Controlling,CB01,,,
text71,relationship,text71_relationship,1,Tumultuous Hot and cold Volatile,"RE01, RE01, RE01",,,
text71,victim,text71_victim,1,Insecure,VI03,,,
text71,victim,text71_victim,2,Timid Naive,"VI05, VI09",,,
text72,incident,text72_incident,1,crazy battery black eyes etc,"AB01, AB06",,,
text72,perpetrator,text72_perpetrator,1,black fat guy,PE11,,,
text72,relationship,text72_relationship,1,angry on and off again,"RE01, RE01",,,
text72,victim,text72_victim,1,white female blonde,,,,
text73,incident,text73_incident,1,violence that escalates to a pick which becomes the incident the tip of the iceberg daily small actions of violence that crystalise in a violent incident at some point,"AB11, FR01, AB01",,,
text73,perpetrator,text73_perpetrator,1,insecure narcisistic violent possesive agressive,"PE06, PE05, PE07, CB02, PE03",,,
text73,relationship,text73_relationship,1,"toxic , dependant isolated , no much external friends co - dependant , non - communicative","RE01, DE01, CI03, CI03, DE02, RE01",,,
text73,victim,text73_victim,1,"isolated no self confidence mental , physical and financial dependance romantic","VI02, VI03, DE03, VI28",,,
text74,incident,text74_incident,1,Very violent Physical and sexual violence,"AB01, AB01, AB03",,,
text74,incident,text74_incident,2,Serious injuries,AB06,,,
text74,perpetrator,text74_perpetrator,1,"Jealous , possessive Justify their behaviour","CB02, CB02, BL01",,,
text74,perpetrator,text74_perpetrator,2,Threaten to use the children against the victim Aggressive and violent,"CI05, MA02, PE03, PE07",,,
text74,relationship,text74_relationship,1,Explosive arguments Traditional roles,"AB02, GE01",,,
text74,victim,text74_victim,1,"Meek , bullied , controlled","VI05, AB02, CB01",,,
text75,incident,text75_incident,1,Physical abuse Mental abuse,"AB01, AB02",,,
text75,perpetrator,text75_perpetrator,1,Bullish Threatening,"PE01, PE03",,,
text75,relationship,text75_relationship,1,Rocky Unsteady,"RE01, RE01",,,
text75,victim,text75_victim,1,Scared Weak,"VI13, VI01",,,
text76,incident,text76_incident,1,"Woman being hit , having stuff thrown at her ,","AB01, AB01",,,
text76,perpetrator,text76_perpetrator,1,Strong Intimidating,"PE11, PE02",,,
text76,perpetrator,text76_perpetrator,2,Alone,PE19,,,
text76,perpetrator,text76_perpetrator,3,Manly,GE08,,,
text76,relationship,text76_relationship,1,Male dominant Female insubordination Living together,"PE04, VI05, RE09",,,
text76,relationship,text76_relationship,2,Many fights,FR03,,,
text76,victim,text76_victim,1,Wearing provocative clothing Vulnerable Alone Scared,"BL01, VI01, VI02, VI13",,,
text77,incident,text77_incident,1,Hit the victim during a discussion,AB01,,,
text77,perpetrator,text77_perpetrator,1,Agressive Dangerous Narcisist Psychopat,"PE03, PE05, PE01 ",,,
text77,relationship,text77_relationship,1,"Abusive relationship that can be pphysical , sexual , or emotional .","AB01, AB02, AB03",,,
text77,victim,text77_victim,1,Afraid to tell anyone about the abuse,VI13,,,
text77,victim,text77_victim,2,Worried about her children Unsecure,"CI05, VI03",,,
text78,incident,text78_incident,1,Unfair Punishment worthy,AB05,,,
text78,perpetrator,text78_perpetrator,1,Brutal Aggressive,"PE01, PE03",,,
text78,relationship,text78_relationship,1,"Toxic "" Stockholm syndrome ""","RE01, VI28",,,
text78,victim,text78_victim,1,Innocent,,,,
text78,victim,text78_victim,2,In need of help,VI13,,,
text79,incident,text79_incident,1,Volitile,RE01,,,
text79,perpetrator,text79_perpetrator,1,Angry,PE02,,,
text79,relationship,text79_relationship,1,Controlled,CB01,,,
text79,victim,text79_victim,1,Scared,VI13,,,
text8,incident,text8_incident,1,Punching and kicking by male .,"AB01, AB01",,,
text8,incident,text8_incident,3,Throwing objects and smashing things by male .,"AB05, AB05",,,
text8,incident,text8_incident,4,"Maybe sexual violence , such as sexual assault and rape .",AB03,,,
text8,incident,text8_incident,5,Mind games .,AB02,,,
text8,incident,text8_incident,6,Gaslighting .,MA01,,,
text8,perpetrator,text8_perpetrator,1,Loud .,PE08,,,
text8,perpetrator,text8_perpetrator,2,Shouting .,PE03,,,
text8,perpetrator,text8_perpetrator,4,Strong .,PE11,,,
text8,perpetrator,text8_perpetrator,5,Mentally unstable .,PE09,,,
text8,perpetrator,text8_perpetrator,7,Aggressive .,PE03,,,
text8,perpetrator,text8_perpetrator,9,Dominant .,PE04,,,
text8,perpetrator,text8_perpetrator,11,Vindictive .,PE01,,,
text8,perpetrator,text8_perpetrator,12,Manipulative .,MA02,,,
text8,relationship,text8_relationship,1,Live a secret life behind closed doors .,MA06,,,
text8,relationship,text8_relationship,2,Male makes most or almost all of the decisions .,CB01,,,
text8,relationship,text8_relationship,3,Woman does whatever the man asks .,VI05,,,
text8,victim,text8_victim,1,Scared .,VI13,,,
text8,victim,text8_victim,3,Weak .,VI01,,,
text8,victim,text8_victim,4,Goes along with whatever the male says .,VI05,,,
text8,victim,text8_victim,5,Submissive .,VI05,,,
text8,victim,text8_victim,7,Crying .,VI10,,,
text8,victim,text8_victim,8,Mentally unstable .,VI10,,,
text80,incident,text80_incident,1,Slapping Rough sex,"AB01, AB03",,,
text80,incident,text80_incident,2,Anal involvement,AB03,,,
text80,perpetrator,text80_perpetrator,1,Dominant Saw the behaviour in porn or online Thinks he â€™s just dominant,"PE04, GE01",,,
text80,relationship,text80_relationship,1,Man takes control and woman does what he sayd,CB01,,,
text80,victim,text80_victim,1,Probably drunk Enjoyed it at start Quiet,"CI01, BL01, VI08",,,
text81,incident,text81_incident,1,Painful Damaging,"AB05, AB05",,,
text81,incident,text81_incident,2,Brutal,AB05,,,
text81,perpetrator,text81_perpetrator,1,Dominant Violent Strong,"PE04, PE07, PE11",,,
text81,perpetrator,text81_perpetrator,2,Out of control,PE02,,,
text81,relationship,text81_relationship,1,One - sided Toxic,"RE02, RE01",,,
text81,victim,text81_victim,1,Helpless Defenceless Insecure Submissive,"VI13, VI13, VI03, VI05",,,
text82,incident,text82_incident,1,Gaslighting,MA01,,,
text82,perpetrator,text82_perpetrator,1,Male Charming ( to others ),MA06,,,
text82,perpetrator,text82_perpetrator,2,Arrogant,PE20,,,
text82,relationship,text82_relationship,1,Living together,RE09,,,
text82,victim,text82_victim,1,Female Plain Low confidence,VI03,,,
text83,incident,text83_incident,1,Rape Abuse,"AB03, AB05",,,
text83,perpetrator,text83_perpetrator,1,Aggressive Abusive Bully,"PE03, AB05, PE01",,,
text83,perpetrator,text83_perpetrator,2,Coercive,MA02,,,
text83,perpetrator,text83_perpetrator,3,Controlling,CB01,,,
text83,relationship,text83_relationship,1,Partners Attacked by perpetrator Related,"RE04, AB01, RE10",,,
text83,victim,text83_victim,1,Young Attractive Innocent,"VI15, VI21, VI24",,,
text83,victim,text83_victim,2,Isolated Alone,"VI02, VI02",,,
text83,victim,text83_victim,3,Not confident Trying to please,"VI03, VI05",,,
text84,incident,text84_incident,1,Physical violence,AB01,,,
text84,incident,text84_incident,2,Some coercion ( stopping the partner going out ),"MA01, CB03",,,
text84,perpetrator,text84_perpetrator,1,Coercive Threatening Violent Jealous,"MA02, PE03, PE07, CB02",,,
text84,perpetrator,text84_perpetrator,2,Weak psychologically,PE09,,,
text84,relationship,text84_relationship,1,Few friends Do nâ€™t go out much Private,"CI03, CI02",,,
text84,victim,text84_victim,1,Has experienced multiple abuse relationships Forgiving Feels like she ca nâ€™t leave,"VI11, VI09, VI13",,,
text85,incident,text85_incident,1,can be from a stranger or a partner,"RE04, RE08",,,
text85,perpetrator,text85_perpetrator,1,Power hungry,PE05,,,
text85,relationship,text85_relationship,1,Unbalanced and unhealthy,"RE02, RE01",,,
text85,victim,text85_victim,1,Powerless,VI13,,,
text86,incident,text86_incident,1,Angry Rage Common,"AB02, AB02, FR01",FR01 unsure,,
text86,perpetrator,text86_perpetrator,1,Rapist Angry,"AB03, PE02",,,
text86,perpetrator,text86_perpetrator,2,Forecful,PE04,,,
text86,relationship,text86_relationship,1,Scared,RE01,,,
text86,relationship,text86_relationship,2,Trapped,RE01,,,
text86,victim,text86_victim,1,Scared Alone Embarresed,"VI13, VI02, VI04",,,
text87,incident,text87_incident,1,Physical abuse Blackmailing,"AB01, MA01",,,
text87,incident,text87_incident,2,Possession destruction,AB02,,,
text87,perpetrator,text87_perpetrator,1,Aggressive,PE03,,,
text87,perpetrator,text87_perpetrator,2,Controlling Impatient Manipulative,"CB01, PE02, MA02",,,
text87,relationship,text87_relationship,1,One - sided Stockholm syndrome,"RE02, VI28",,,
text87,victim,text87_victim,1,Submissive Calm,"VI05, VI09",,,
text88,incident,text88_incident,1,Hit his partner sexual violence,"AB01, AB03",,,
text88,perpetrator,text88_perpetrator,1,violent aggressive guilty,"PE07, PE03",,,
text88,relationship,text88_relationship,1,Living together,RE09,,,
text88,victim,text88_victim,1,vulnerable naive,"VI01, VI09",,,
text89,incident,text89_incident,1,beating kicking sexual violence verbal assaults,"AB01, AB01, AB03, AB02",,,
text89,perpetrator,text89_perpetrator,1,aggressive insecure demanding unreasonable angry drunk,"PE03, PE06, PE05, PE05, PE02, CI01",,,
text89,relationship,text89_relationship,1,unhealthy built on fear,"RE01, RE01",,,
text89,victim,text89_victim,1,intimidated scared anxious fearful,"VI13, VI13, VI13, VI13",,,
text9,incident,text9_incident,1,Sexual abuse both violent and Coercive Manipulative- throws tantrums to get what they want,"AB03, AB01, MA01, MA01, MA01",,,
text9,incident,text9_incident,2,The power dynamic is obvious to not just the perpetrator Violent Verbally abusive,"AB08, AB01, AB02",,,
text9,incident,text9_incident,3,Covert breaking down of aversion through comments,AB02,,,
text9,perpetrator,text9_perpetrator,1,Charismatic Gets along well with everyone despite not having similar interests,"PE08, PE08",,,
text9,perpetrator,text9_perpetrator,2,Big ego Presents themselves well Is doing well in job Often has a string of long term relationships that have n't worked out,"PE20, PE08, PE10",,,
text9,relationship,text9_relationship,1,Loving at first May seem too good to be true,MA04,,,
text9,relationship,text9_relationship,2,Outwardly very pleasant,MA06,,,
text9,relationship,text9_relationship,3,Everyone think he is great,MA06,,,
text9,relationship,text9_relationship,4,He does ot want people to speak negatively about his relationship,MA06,,,
text9,relationship,text9_relationship,5,He lies to make s,MA06,,,
text9,relationship,text9_relationship,6,Things seems better than they are People are aware something is not auite right,AB08,,,
text9,victim,text9_victim,1,Clear about wants and needs Potential to have come from a broken family dynamic Has many friends but few close connections Potential to have been in a bad relationship prior to this one,"VI20, VI10, VI08, VI11",,,
text90,incident,text90_incident,1,"Controlling , pushing","CB01, AB01",,,
text90,perpetrator,text90_perpetrator,1,"Aggressive , controlling , selfish","PE03, CB01, PE05",,,
text90,relationship,text90_relationship,1,Turbulent at times with different ideas of wants and needs,RE02,,,
text90,victim,text90_victim,1,"Eager to please , submissive , family orientated","VI05, VI05, GE01",,,
text91,incident,text91_incident,1,"violence , forceful acts on women victim","AB01, AB05",,,
text91,perpetrator,text91_perpetrator,1,"strong , controlling , manipulator , abusive , violent , coervsive , persuasive","PE11, CB01, MA02, AB05, PE07, MA02, MA02",,,
text91,relationship,text91_relationship,1,"emotionally and physically abused ,","AB02, AB01",,,
text91,victim,text91_victim,1,"weak , disgust , violated , no consent , manipulated , feel at fault , controlled","VI01, AB05, AB03, MA01, BL05, CB01",,,
text92,incident,text92_incident,1,Escalation,AB11,,,
text92,incident,text92_incident,2,She asked for it,BL01,,,
text92,incident,text92_incident,3,Choking Sex game gone wrong,"AB10, AB12",,,
text92,perpetrator,text92_perpetrator,1,His job is more important than justice,PE05,,,
text92,perpetrator,text92_perpetrator,2,It was a one off,AB12,,,
text92,perpetrator,text92_perpetrator,3,She made him do it,BL01,,,
text92,relationship,text92_relationship,1,Stranger Boyfriend Volatile,"RE08, RE04, RE01",,,
text92,victim,text92_victim,1,She should n't have provoked him,BL01,,,
text92,victim,text92_victim,2,She should have left him sooner,BL01,,,
text92,victim,text92_victim,3,Why is she with such a loser ?,BL01,,,
text93,incident,text93_incident,1,Punching Kicking,"AB01, AB01",,,
text93,perpetrator,text93_perpetrator,1,Masculine Narcissistic,"GE08, PE05",,,
text93,relationship,text93_relationship,1,Married with kids,"RE04, CI05",,,
text93,victim,text93_victim,1,Feminine Pretty Financially dependent Socially isolated,"GE05, VI21, DE03, VI02",,,
text94,incident,text94_incident,1,Physical and mental violence Controlling,"AB01, AB02, CB01",,,
text94,perpetrator,text94_perpetrator,1,Violent,PE07,,,
text94,perpetrator,text94_perpetrator,2,Charming,PE08,,,
text94,perpetrator,text94_perpetrator,3,Mood swings,PE02,,,
text94,relationship,text94_relationship,1,Controlling,CB01,,,
text94,relationship,text94_relationship,2,"Abusive Physical violence , mental abuse .","AB05, AB01, AB02",,,
text94,victim,text94_victim,1,Shy Compliant,"VI05, VI05",,,
text95,incident,text95_incident,1,"Physical and sexual violence , emotional manipulation , controlling behaviours","AB01, AB03, MA01, CB01",,,
text95,perpetrator,text95_perpetrator,1,"Aggressive , masculine , powerful , strong ( physically ) , abusive","PE03, GE08, PE16, PE11, AB05",,,
text95,relationship,text95_relationship,1,Long term relationship / engaged / married,RE04,,,
text95,victim,text95_victim,1,"Powerless , intimidated , weak , small","VI13, VI13, VI01, VI15",,,
text96,incident,text96_incident,1,Not always .,,,,
text96,incident,text96_incident,2,Mental an physical abuse .,"AB02, AB01",,,
text96,incident,text96_incident,3,Many times in such a way signs of abuse is n't shown,MA06,,,
text96,perpetrator,text96_perpetrator,1,Seems normal to everyone else .,MA06,,,
text96,perpetrator,text96_perpetrator,2,Can be very affable but hides a darker side,MA06,,,
text96,relationship,text96_relationship,1,"Controlling , manipulative","CB01, MA01",,,
text96,victim,text96_victim,1,Mild .,VI09,,,
text96,victim,text96_victim,2,scared .,VI13,,,
text96,victim,text96_victim,3,Tries hard to please partner .,VI05,,,
text96,victim,text96_victim,4,On the outside may appear ok but hides a lot underneath,MA06,,,
text97,incident,text97_incident,1,Hitting Punching Kicking,"AB01, AB01, AB01",,,
text97,incident,text97_incident,2,Biting Sexual assault,"AB13, AB03",,,
text97,incident,text97_incident,3,Verbal abuse,AB02,,,
text97,perpetrator,text97_perpetrator,1,Nasty Bully,"PE01, PE01",,,
text97,perpetrator,text97_perpetrator,2,Power trip,PE04,,,
text97,relationship,text97_relationship,1,Unequal,RE02,,,
text97,victim,text97_victim,1,Weak Powerless Victim Vulnerable,"VI01, VI13, VI01",,,
text98,incident,text98_incident,1,Striking to body parts that ca n't be seen .,"AB01, MA06",,,
text98,perpetrator,text98_perpetrator,1,Horrible Abbrasive Not likeable Overly confident,"PE01, PE01, PE01, PE20",,,
