doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text66,perpetrator,text66_perpetrator,1,"Short temper , controlling and bigger/ stronger than the victim .","PE02, CB01, PE11",,,
text66,relationship,text66_relationship,1,Living together but not married .,RE09,,,
text66,victim,text66_victim,1,Shy and not confident .,"VI05, VI03",,,
text66,victim,text66_victim,2,Smaller / weaker than other partner .,VI15,,,
text67,incident,text67_incident,1,Hitting their partner .,AB01,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,incident,text67_incident,2,Attacking their partner .,AB01,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,incident,text67_incident,3,Sexually abusing their partner .,AB03,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,perpetrator,text67_perpetrator,1,A person who physically assaults or abuses another person .,AB01,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,perpetrator,text67_perpetrator,2,"Many times it can be mental abuse , making the partner feel worthless .",AB02,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,relationship,text67_relationship,1,Husband and wife or partners .,RE04,Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text67,victim,text67_victim,1,Someone who is either mentally or physically abused .,"AB01, AB02",Exclusion. Already answered mf/fm. Unclear which of the two is meant here.  ,e,
text68,incident,text68_incident,1,specific,,Exclusion.,e,
text68,perpetrator,text68_perpetrator,1,male,,Exclusion.,e,
,relationship,text68_relationship,,partner,,Exclusion.,e,
text68,victim,text68_victim,1,male,,Exclusion. ,,
text69,incident,text69_incident,1,rape aggression physical and verbal,"AB03, AB01, AB02",,,
text69,perpetrator,text69_perpetrator,1,violent control maniac liar,"PE07, CB01, PE09, MA02",,,
text69,perpetrator,text69_perpetrator,2,manipulative,MA02,,,
text69,relationship,text69_relationship,1,toxic dominant - submissive nice in front of other but bad in private,"RE01, RE02, MA06",,,
text69,victim,text69_victim,1,scared afraid to tell what 's happening stuck in toxic relationship but can not get out,"VI13, VI13, RE01, VI13",,,
text7,incident,text7_incident,1,beating him up after school,AB01,,,
text7,perpetrator,text7_perpetrator,1,student classmate,,Classmate/Friend relationship already established in Rel. ,e,
text7,relationship,text7_relationship,1,class mate ( a bully too ),RE08,,,
text7,victim,text7_victim,1,student,,Classmate/Friend relationship already established in Rel. ,e,
text70,incident,text70_incident,1,Beating,AB01,,,
text70,incident,text70_incident,2,Shouting,AB02,,,
text70,incident,text70_incident,3,Aggression,AB02,,,
text70,incident,text70_incident,4,Punching,AB01,,,
text70,perpetrator,text70_perpetrator,1,Aggressive Angry Easily angry Manipulative,"PE03, PE02, PE02, MA02",,,
text70,relationship,text70_relationship,1,Abusive,AB05,,,
text70,relationship,text70_relationship,2,Controlling Violent,"CB01, AB01",,,
text70,victim,text70_victim,1,Quiet People pleasing Kind,"VI08, VI05, VI09",,,
text71,incident,text71_incident,1,Emotional abuse Physical abuse Verbal abuse,"AB02, AB01, AB02",,,
text71,perpetrator,text71_perpetrator,1,Dominating Built,"PE04, PE11",,,
text71,relationship,text71_relationship,1,Aggressive,RE01,,,
text71,victim,text71_victim,1,Small Insecure,"VI15, VI03",,,
text72,incident,text72_incident,1,punching,AB01,,,
text72,perpetrator,text72_perpetrator,1,"beer or drugs , angry , fat","CI01, PE02, PE11",,,
text72,relationship,text72_relationship,1,bored and loveless,RE01,,,
text72,victim,text72_victim,1,small and quiet,"VI15, VI08",,,
text73,incident,text73_incident,1,daily violance which escalates tense environment,"FR01, AB11, AB02",,,
text73,perpetrator,text73_perpetrator,1,insecure narcisistic possesive,"PE06, PE05, CB02",,,
text73,relationship,text73_relationship,1,toxic isolated co - dependant,"RE01, CI03, DE02",,,
text73,victim,text73_victim,1,isolated insecure dependant,"VI02, VI03, DE03",,,
text74,incident,text74_incident,1,Very violent,AB01,,,
text74,perpetrator,text74_perpetrator,1,Aggressive Jealous,"PE03, CB02",,,
text74,relationship,text74_relationship,1,Kept out of public,MA06,,,
text74,victim,text74_victim,1,Meek Controlled,"VI05, CB01",,,
text75,incident,text75_incident,1,Abuse,AB05,,,
text75,perpetrator,text75_perpetrator,1,Strong Bullish,"PE11, PE01",,,
text75,relationship,text75_relationship,1,Unsteady,RE01,,,
text75,victim,text75_victim,1,Weak Scared,"VI01, VI13",,,
text76,incident,text76_incident,1,Sexual violence Physical abuse,"AB03, AB01",,,
text76,perpetrator,text76_perpetrator,1,Big built Strong Bully,"PE11, PE11, PE01",,,
text76,relationship,text76_relationship,1,One sided Victim is scared of partner,"RE02, VI13",,,
text76,victim,text76_victim,1,Effeminate Weak Scared,"GE05, VI01, VI13",,,
text77,incident,text77_incident,1,Verbal threats Violence,"AB02, AB01",,,
text77,perpetrator,text77_perpetrator,1,Racist Psychopat,"PE01, PE01",,,
text77,relationship,text77_relationship,1,Abusive,AB05,,,
text77,victim,text77_victim,1,Extrovert Gay,VI19,,,
text78,incident,text78_incident,1,""" As long as they both like it """,AB12,,,
text78,perpetrator,text78_perpetrator,1,Aggressive Brutal,"PE03, PE07",,,
text78,relationship,text78_relationship,1,"Toxic "" As long as they both like it "" Not often commented on","RE01, AB12",,,
text78,victim,text78_victim,1,Weak,VI01,,,
text78,victim,text78_victim,2,Subservient,VI05,,,
text79,incident,text79_incident,1,Controlling behaviour,CB01,,,
text79,perpetrator,text79_perpetrator,1,"Overbearing , loud , does n't let victim speak ,","PE04, PE08, PE05",,,
text79,relationship,text79_relationship,1,Very one sided .,RE02,,,
text79,victim,text79_victim,1,"Very quiet , does n't look in eye , jittery","VI08, VI05, VI13",,,
text8,incident,text8_incident,1,Kicking and punching .,"AB01, AB01",,,
text8,incident,text8_incident,2,Screaming and shouting .,"AB02, AB02",,,
text8,incident,text8_incident,3,Possible sexual violence .,AB03,,,
text8,incident,text8_incident,4,Verbal abuse .,AB02,,,
text8,incident,text8_incident,6,Gaslighting .,MA01,,,
text8,perpetrator,text8_perpetrator,1,Aggressive .,PE03,,,
text8,perpetrator,text8_perpetrator,3,Strong .,PE11,,,
text8,perpetrator,text8_perpetrator,5,Manipulative .,MA02,,,
text8,perpetrator,text8_perpetrator,7,Vindictive .,PE01,,,
text8,perpetrator,text8_perpetrator,8,Loud and dominant .,"PE08, PE04",,,
text8,relationship,text8_relationship,1,Live together .,RE09,,,
text8,relationship,text8_relationship,3,Relationship behind closed doors is different to what others see .,MA06,,,
text8,relationship,text8_relationship,5,Perpetrator has traditional male role of either partner or father .,GE01,,,
text8,victim,text8_victim,1,Submissive .,VI05,,,
text8,victim,text8_victim,3,Manipulated .,MA01,,,
text8,victim,text8_victim,5,Sad or depressed .,VI10,,,
text8,victim,text8_victim,6,Goes along with whatever the perpetrator asks .,VI05,,,
text8,victim,text8_victim,7,Mentally unstable .,VI10,,,
text80,incident,text80_incident,1,Anal involvement Psychologically damaging,"AB03, AB02",,,
text80,perpetrator,text80_perpetrator,1,Arrogant Aggressive,"PE20, PE03",,,
text80,relationship,text80_relationship,1,One sided,RE02,,,
text80,victim,text80_victim,1,Quiet Reserved Easily manipulated,"VI08, VI08, MA03",,,
text81,incident,text81_incident,1,One - sided Violent Painful,"RE02, AB01, AB05",,,
text81,perpetrator,text81_perpetrator,1,Violent Aggressive,"PE07, PE03",,,
text81,perpetrator,text81_perpetrator,2,Dominant,PE04,,,
text81,relationship,text81_relationship,1,Homosexual Unstable,RE01,,,
text81,victim,text81_victim,1,Insecure,VI03,,,
text81,victim,text81_victim,2,Submissive Effeminate,"VI05, GE05",,,
text82,incident,text82_incident,1,No idea,,,,
text82,perpetrator,text82_perpetrator,1,Male Strong,PE11,,,
text82,relationship,text82_relationship,1,Could be any,,,,
text82,victim,text82_victim,1,Male Weak,VI01,,,
text83,incident,text83_incident,1,Rape Physical violence,"AB03, AB01",,,
text83,incident,text83_incident,2,Sadistic behaviour Role play gone wrong,"AB05, AB12",,,
text83,perpetrator,text83_perpetrator,1,Butch Masculine Bully Aggressive,"GE08, GE08, PE01, PE03",,,
text83,relationship,text83_relationship,1,Partners Prostitution Abuse,"RE04, RE05, AB05",,,
text83,victim,text83_victim,1,Gay Submissive,VI05,,,
text83,victim,text83_victim,2,Shy Lacking in confidence Awkward,"VI05, VI03, VI08",,,
text84,incident,text84_incident,1,Mainly physical Sexual violence,"AB01, AB03",,,
text84,perpetrator,text84_perpetrator,1,Coercive Controlling,"MA02, CB01",,,
text84,perpetrator,text84_perpetrator,2,Strong physically,PE11,,,
text84,perpetrator,text84_perpetrator,3,Abusive childhood,PE09,,,
text84,relationship,text84_relationship,1,Poor communication ( one sided ),RE02,,,
text84,relationship,text84_relationship,2,Lots of arguments Jealous Live in past,"FR03, CB02",,,
text84,victim,text84_victim,1,Wants to please Physically weak Psychologically weak Wants to please Follower ( not leader ),"VI05, VI15, VI01, VI05",,,
text85,perpetrator,text85_perpetrator,1,Power and macho traits,GE08,,,
text85,relationship,text85_relationship,1,Unhealthy,RE01,,,
text85,victim,text85_victim,1,Maybe not as bold to stand up for themselves,VI05,,,
text86,incident,text86_incident,1,Angry Painful Rage,"AB02, AB05, AB05",,,
text86,perpetrator,text86_perpetrator,1,Homosexual Forceful,AB05,,,
text86,relationship,text86_relationship,1,Hatred,RE01,,,
text86,relationship,text86_relationship,2,Trapped,RE01,,,
text86,victim,text86_victim,1,Ashamed Embarrassed scared to tell people Keeps it to themselves depressed,"VI04, VI04, VI13, VI10",,,
text86,victim,text86_victim,2,PTSD,VI10,,,
text87,incident,text87_incident,1,Hitting Objects thrown,"AB01, AB05",,,
text87,perpetrator,text87_perpetrator,1,Aggressive Jealous,"PE03, CB02",,,
text87,relationship,text87_relationship,1,Mutual care,RE12,,,
text87,victim,text87_victim,1,Patient Sympathetic,"VI09, VI09",,,
text88,incident,text88_incident,1,Over the top bondage Beat their partner,"AB12, AB01",,,
text88,perpetrator,text88_perpetrator,1,Dominant force in the relationship violent tendencies,"PE04, PE07",,,
text88,relationship,text88_relationship,1,Gay partners,RE04,,,
text88,victim,text88_victim,1,Into BDSM Likes kinky behaviour,BL01,,,
text89,incident,text89_incident,1,punching kicking sexual violence verbal aggression,"AB01, AB01, AB03, AB02",,,
text89,perpetrator,text89_perpetrator,1,body builder angry aggressive coercive,"PE11, PE02, PE03, MA02",,,
text89,relationship,text89_relationship,1,unhealthy unbalanced,"RE01, RE02",,,
text89,victim,text89_victim,1,scared non - confrontational tries not to antagonise partner,"VI13, VI05, VI05",,,
text9,incident,text9_incident,1,Physical abuseand violence Financial abuse,"AB01, AB01, CB06",,,
text9,incident,text9_incident,2,Sexual abuse,AB03,,,
text9,perpetrator,text9_perpetrator,1,The strong man Big charisma Always up to no good,"PE11, PE08, PE01",,,
text9,perpetrator,text9_perpetrator,2,History of violence or crime,PE07,,,
text9,relationship,text9_relationship,1,Often not seen as a valued relationship Obvious power dynamic One user one abuser Not intended to be long lasting,"RE07, RE02, RE02, RE06",,,
text9,victim,text9_victim,1,Weak seeming Nerdy ?,"VI01, VI08",,,
text9,victim,text9_victim,3,Physically weaker Not doing well socially,"VI15, VI02",,,
text90,incident,text90_incident,1,Could be physical or mental,"AB01, AB02",,,
text90,perpetrator,text90_perpetrator,1,"Dominant , likes to be in control , bad temper","PE04, CB01, PE02",,,
text90,relationship,text90_relationship,1,One where one person makes all decisions,RE02,,,
text90,victim,text90_victim,1,"Submissive , kind , forgiving","VI05, VI09, VI09",,,
text91,incident,text91_incident,1,"violence , sexual abuse , emotional abuse , aggressive behaviours","AB01, AB03, AB02, AB05",,,
text91,perpetrator,text91_perpetrator,1,"strong , controlling , abusive , manipulator , bad person , violent","PE11, CB01, AB05, MA02, PE01, PE07",,,
text91,relationship,text91_relationship,1,"violent , volatile , abusive","AB01, RE01, AB05",,,
text91,victim,text91_victim,1,"weak , disgust , controlled , abused , manipulated , violent","VI01, CB01, AB05, MA01, ",,,
text92,incident,text92_incident,1,Hidden Shame Not talked about,MA06,,,
text92,perpetrator,text92_perpetrator,1,Older Dominating Pulls the strings,"PE15, PE04, PE04",,,
text92,relationship,text92_relationship,1,Based on sex Unemotional Conveniant,"RE05, RE08, RE07",,,
text92,victim,text92_victim,1,Weak Pathetic Small,"VI01, GE06, VI15",,,
text93,incident,text93_incident,1,Emotional abuse Slaps,"AB02, AB01",,,
text93,perpetrator,text93_perpetrator,1,Emotionally unstable,PE02,,,
text93,relationship,text93_relationship,1,Cohabiting,RE09,,,
text93,victim,text93_victim,1,Easy going,VI19,,,
text93,victim,text93_victim,2,Nice,VI09,,,
text93,victim,text93_victim,3,Gentle,VI09,,,
text94,incident,text94_incident,1,Physical abuse Mental abuse,"AB01, AB02",,,
text94,incident,text94_incident,2,Controlling behaviour,CB01,,,
text94,perpetrator,text94_perpetrator,1,Violent Charming Comes across as likeable to outside world,"PE07, PE08, MA06",,,
text94,relationship,text94_relationship,1,Controlling,CB01,,,
text94,relationship,text94_relationship,2,Abusive,AB05,,,
text94,victim,text94_victim,1,Shy Compliant,"VI05, VI05",,,
text94,victim,text94_victim,2,Withdrawn,VI08,,,
text95,incident,text95_incident,1,"Physical violence , sexual violence , emotional manipulation , controlling","AB01, AB03, MA01, CB01",,,
text95,perpetrator,text95_perpetrator,1,"Aggressive , power hungry","PE03, PE05",,,
text95,relationship,text95_relationship,1,"Up and down , unmarried",RE02,,,
text95,victim,text95_victim,1,"Weak , cowardly","VI01, VI01",,,
text96,incident,text96_incident,1,Easy to explode but good at hiding damage,MA06,,,
text96,perpetrator,text96_perpetrator,1,Same as before .,,"Before were different answers, unclear which is meant here. ",e,
text96,perpetrator,text96_perpetrator,2,Can be very outgoing but hides a darker sides from others,"PE08, MA06",,,
text96,relationship,text96_relationship,1,Volatile and manipluative,"RE01, MA01",,,
text96,victim,text96_victim,1,I feel there are no differences .,,,,
text96,victim,text96_victim,2,"Nervous , anxious but hides it well","VI13, VI13, MA06",,,
text97,incident,text97_incident,1,Hitting Punching,"AB01, AB01",,,
text97,incident,text97_incident,2,Sexual assault,AB03,,,
text97,perpetrator,text97_perpetrator,1,Bully Angry Power trip,"PE01, PE02, PE04",,,
text97,relationship,text97_relationship,1,Unequal One sided,"RE02, RE02",,,
text97,victim,text97_victim,1,Weak Submissive Not able to stand up for themselves,"VI01, VI05, VI13",,,
text97,victim,text97_victim,2,Lonely Desperate,"VI02, VI28",,,
text98,incident,text98_incident,1,"Begins with an aggressive argument , leads to violence .",AB07,,,
text98,perpetrator,text98_perpetrator,1,Overly talkative,PE08,,,
text98,perpetrator,text98_perpetrator,2,Annoying,PE01,,,
text98,perpetrator,text98_perpetrator,3,Over the top in public Not likeable .,"PE08, PE01",,,
text98,relationship,text98_relationship,1,"Everyone is happy for them , but relationship is toxic .","MA06, RE01",,,
text98,victim,text98_victim,1,Feminine characteristics,GE05,,,
text98,victim,text98_victim,2,Emotionally weak Lacking in confidence,"VI01, VI03",,,
text99,incident,text99_incident,1,Physical abuse .,AB01,,,
text99,incident,text99_incident,3,Mental abuse .,AB02,,,
text99,perpetrator,text99_perpetrator,1,Manipulative .,MA02,,,
text99,perpetrator,text99_perpetrator,3,Outgoing,PE08,,,
text99,relationship,text99_relationship,1,Friends .,RE08,,,
text99,relationship,text99_relationship,2,Family friend .,RE08,,,
text99,victim,text99_victim,1,Easily influenced .,MA03,,,
text99,victim,text99_victim,2,Kind,VI09,,,
text99,victim,text99_victim,3,Shy .,VI05,,,
