doc_id,prompt,text_id,sentence_id,sentence,coding_id,notes,e/c,relabeling
text60,relationship,text60_relationship,1,abusive single dominant,"AB05, RE02",,,
text60,victim,text60_victim,1,scared drunk wearing inappropoate clothing,"VI13, CI01, BL01",,,
text61,incident,text61_incident,1,"Psychological , manipulative ,","AB02, MA01",,,
text61,perpetrator,text61_perpetrator,1,"Intimidating , controlling , aggressive","PE11, CB01, PE03",,,
text61,relationship,text61_relationship,1,"Manipulative , one sided","MA01, RE02",,,
text61,victim,text61_victim,1,"Scared , vulnerable , weak , damaged","VI13, VI01, VI01, VI10",,,
text62,incident,text62_incident,1,abuse of power domestic violence,"AB05, AB01",,,
text62,perpetrator,text62_perpetrator,1,strong violent,"PE11, PE07",,,
text62,relationship,text62_relationship,1,relatives girlfriends first date,"RE10, RE04, RE07",,,
text62,victim,text62_victim,1,should have said no drunk,"BL01, CI01",,,
text63,incident,text63_incident,1,Hitting,AB01,,,
text63,perpetrator,text63_perpetrator,1,"Aggressive , controlling","PE03, CB01",,,
text63,relationship,text63_relationship,1,The perpetrator gets aggressive when the victim talks to other friends,CB04,,,
text63,victim,text63_victim,1,"Shy , timid , unsure of self","VI05, VI05, VI03",,,
text64,incident,text64_incident,1,emotional abuse,AB02,,,
text64,perpetrator,text64_perpetrator,1,dominant,PE04,,,
text64,relationship,text64_relationship,1,romantic based on fear,"RE12, RE01",,,
text64,victim,text64_victim,1,submissive,VI05,,,
text65,incident,text65_incident,1,Physical and verbal abuse,"AB01, AB02",Exclusion. Already answered mf/fm.,e,
text65,perpetrator,text65_perpetrator,1,Bully and insecure,"PE01, PE06",Exclusion. Already answered mf/fm.,e,
text65,relationship,text65_relationship,1,"Husband / wife , Cohabiting","RE04, RE09",Exclusion. Already answered mf/fm.,e,
text65,victim,text65_victim,1,"Vulnerable , dependent","VI01, DE03",Exclusion. Already answered mf/fm.,e,
text66,incident,text66_incident,1,Lots of manipulation and verbal abuse .,"MA01, AB02",,,
text66,incident,text66_incident,2,Occasional physical abuse e.g. pushing,"FR02.2, AB01",,,
text66,perpetrator,text66_perpetrator,1,Short temper and loud .,"PE02, PE08",,,
text66,perpetrator,text66_perpetrator,2,Stronger than victim and more dominant .,"PE11, PE04",,,
text66,relationship,text66_relationship,1,Living together .,RE09,,,
text66,victim,text66_victim,1,Shy and reclusive .,"VI05, VI08",,,
text66,victim,text66_victim,2,Depressed and not confident .,"VI10, VI03",,,
text67,incident,text67_incident,1,Physical violence .,AB01,Exclusion. Already answered mf/fm.,e,
text67,incident,text67_incident,2,"Mental abuse , by making the pther person feel useless .",AB02,Exclusion. Already answered mf/fm.,e,
text67,perpetrator,text67_perpetrator,1,Someone who likes to be the bully and take charge .,"PE01, PE04",Exclusion. Already answered mf/fm.,e,
text67,relationship,text67_relationship,1,Husband and wife or partners in relationships .,RE04,Exclusion. Already answered mf/fm.,e,
text67,victim,text67_victim,1,A shy person who believe the perperator does n't mean it .,"VI05, VI17",Exclusion. Already answered mf/fm.,e,
text68,incident,text68_incident,1,specific,,Exclusion,e,
text68,perpetrator,text68_perpetrator,1,female,,Exclusion,e,
text68,relationship,text68_relationship,1,intimate partner,,Exclusion,e,
text68,victim,text68_victim,1,female,,Exclusion,e,
text69,incident,text69_incident,1,verbal aggression posible physical aggression isolate victim from the world,"AB02, AB01, CB04",,,
text69,perpetrator,text69_perpetrator,1,result of previous trauma manipulative threatens,"PE09, MA02, AB02",,,
text69,relationship,text69_relationship,1,toxic possibility to get out without as much fear fear of abandonment blackmail,"RE01, AB12, RE01, MA01",,,
text69,victim,text69_victim,1,afraid easily manipulated lonely,"VI13, MA03, VI02",,,
text69,victim,text69_victim,2,it 's willing to put up so does n't end up alone,VI28,,,
text7,incident,text7_incident,1,cheated on her with her bestfriend,RE11,,,
text7,perpetrator,text7_perpetrator,1,the boyfriend,GE08,"Does not seem to be confused, when looking at answers to other scenarios. ",,
text7,relationship,text7_relationship,1,informal relationship,RE07,,,
text7,victim,text7_victim,1,the girlfriend,GE05,"Does not seem to be confused, when looking at answers to other scenarios. ",,
text70,incident,text70_incident,1,Beating Held down,"AB01, AB04",,,
text70,perpetrator,text70_perpetrator,1,Manipulative,MA02,,,
text70,perpetrator,text70_perpetrator,2,Controlling,CB01,,,
text70,relationship,text70_relationship,1,Controlling Manipulative,"CB01, MA01",,,
text70,victim,text70_victim,1,Quiet Reserved Kind People pleasing,"VI08, VI08, VI09, VI05",,,
text71,incident,text71_incident,1,Emotional abuse Verbal abuse,"AB02, AB02",,,
text71,perpetrator,text71_perpetrator,1,Butch Loud Arrogant,"GE08, PE08, PE20",,,
text71,relationship,text71_relationship,1,Hot and cold Controlling,"RE01, CB01",,,
text71,victim,text71_victim,1,Timid Small,"VI05, VI15",,,
text71,victim,text71_victim,2,Shy,VI05,,,
text72,incident,text72_incident,1,throwing things at him,AB01,Confused. Combine with mf answers.,c,mf_combine
text72,perpetrator,text72_perpetrator,1,angry woman who works a corporate job,"PE02, GE02",Confused. Combine with mf answers.,c,mf_combine
text72,relationship,text72_relationship,1,based around him doing what she wants,RE02,Confused. Combine with mf answers.,c,mf_combine
text72,victim,text72_victim,1,"femine , weedy bloke","GE05, VI01",Confused. Combine with mf answers.,c,mf_combine
text73,incident,text73_incident,1,"tension which sometimes escalates into screams , breaking objects","AB02, AB05",,,
text73,perpetrator,text73_perpetrator,1,insecure agresive posesive might have history of violence in their family,"PE06, PE03, CB02, PE09",,,
text73,perpetrator,text73_perpetrator,2,narcisistic,"PE01, ",,,
text73,relationship,text73_relationship,1,toxic isolated tense dependant violent communication habits,"RE01, CI03, RE01, DE01, AB05",,,
text73,victim,text73_victim,1,insecure isolated dependant might have history of violence in their family,"VI03, VI02, DE03, VI11",,,
text74,incident,text74_incident,1,Bitchy I think people would n't take it as seriously as male offender / female victim,"AB12, GE03",,,
text74,perpetrator,text74_perpetrator,1,Butch Aggressive,"GE08, PE03",,,
text74,perpetrator,text74_perpetrator,2,Controlling and jealous,"CB01, CB02",,,
text74,perpetrator,text74_perpetrator,3,Manipulative,MA02,,,
text74,relationship,text74_relationship,1,Behind closed doors,MA06,,,
text74,victim,text74_victim,1,Meek Controlled,"VI05, CB01",,,
text74,victim,text74_victim,2,Dependent,DE03,,,
text75,incident,text75_incident,1,Physical abuse Mental abuse,"AB01, AB02",,,
text75,perpetrator,text75_perpetrator,1,Bullish Powerful,"PE01, PE16",,,
text75,relationship,text75_relationship,1,Uneasy Rough,"RE01, RE01",,,
text75,victim,text75_victim,1,Scared Afraid,"VI13, VI13",,,
text76,incident,text76_incident,1,Emotional abuse Coercion Intimidation,"AB02, MA01, AB02",,,
text76,perpetrator,text76_perpetrator,1,Strong character Butch Argumentative,"PE04, GE08, PE04",,,
text76,relationship,text76_relationship,1,One sided Living together,"RE02, RE09",,,
text76,victim,text76_victim,1,Weak Scared Easily led,"VI01, VI13, MA03",,,
text77,incident,text77_incident,1,killed the victim during a discussion,AB10,,,
text77,perpetrator,text77_perpetrator,1,Jealous woman Narcissist,"CB02, PE05",,,
text77,relationship,text77_relationship,1,Discussions,FR03,,,
text77,victim,text77_victim,1,Happy person Extrovert,"VI09, VI18",,,
text78,incident,text78_incident,1,""" As long as they both like it """,VI24,Confused? Coded as victim. ,c,v_recode
text78,perpetrator,text78_perpetrator,1,Innocent,AB12,,,
text78,relationship,text78_relationship,1,"Toxic "" As long as they both like it ""","RE01, AB12",,,
text78,victim,text78_victim,1,Brutal Tomboy,GE08,Confused? Coded as perpetrator.,c,p_recode
text79,incident,text79_incident,1,Controlled,CB01,,,
text79,perpetrator,text79_perpetrator,1,Over confident .,PE20,,,
text79,relationship,text79_relationship,1,Controlled,CB01,,,
text79,victim,text79_victim,1,"Quiet , under confident","VI08, VI03",,,
text8,incident,text8_incident,1,Pushing and shoving .,"AB01, AB01",,,
text8,incident,text8_incident,2,Kicking and punching .,"AB01, AB01",,,
text8,incident,text8_incident,3,Screaming and shouting .,"AB02, AB02",,,
text8,incident,text8_incident,5,Hair pulling and scratching .,"AB13, AB13",,,
text8,incident,text8_incident,6,Spitting .,AB13,,,
text8,incident,text8_incident,7,Verbal abuse .,AB02,,,
text8,incident,text8_incident,9,Gaslighting .,MA01,,,
text8,incident,text8_incident,10,Throwing things to cause upset and hurt .,AB05,,,
text8,perpetrator,text8_perpetrator,1,Strong .,PE11,,,
text8,perpetrator,text8_perpetrator,3,Dominant .,PE04,,,
text8,perpetrator,text8_perpetrator,4,Confident and/or arrogant .,PE20,,,
text8,perpetrator,text8_perpetrator,5,Mentally unstable .,PE02,,,
text8,relationship,text8_relationship,1,Possible friendship or sexual relationship .,"RE08, RE05",,,
text8,relationship,text8_relationship,2,Could be a mother- daughter or sister - sister relationship .,RE10,,,
text8,relationship,text8_relationship,4,Perpetrator bullies the victim .,AB02,,,
text8,relationship,text8_relationship,6,Perpetrator makes all of the decisions and victim goes along with them .,CB01,,,
text8,victim,text8_victim,1,Submissive .,VI05,,,
text8,victim,text8_victim,2,Feels weak .,VI01,,,
text8,victim,text8_victim,4,Quiet .,VI08,,,
text8,victim,text8_victim,5,Naive .,VI09,,,
text8,victim,text8_victim,7,Unable to defend herself .,VI13,,,
text8,victim,text8_victim,8,Mentally unstable .,VI10,,,
text80,incident,text80_incident,1,Psychologically harmful,AB02,,,
text80,perpetrator,text80_perpetrator,1,Laddish Extroverted Wants to dominate,"GE08, PE08, PE04",,,
text80,relationship,text80_relationship,1,One sided,RE02,,,
text80,victim,text80_victim,1,Quiet Reserved Easily talked into things,"VI08, VI08, MA03",,,
text81,incident,text81_incident,1,Weak Inconsequential,"AB12, AB12",,,
text81,perpetrator,text81_perpetrator,1,Dominant Petty,"PE04, PE01",,,
text81,relationship,text81_relationship,1,Petty Toxic,RE01,,,
text81,victim,text81_victim,1,Weak Submissive,"VI01, VI05",,,
text82,incident,text82_incident,1,Theft,AB02,,,
text82,perpetrator,text82_perpetrator,1,Female,,Exclusion,e,
text82,relationship,text82_relationship,1,Friends,RE08,,,
text82,victim,text82_victim,1,Female,,Exclusion,e,
text83,incident,text83_incident,1,Physical violence Emotional abuse,"AB01, AB02",,,
text83,perpetrator,text83_perpetrator,1,Controlling Coercive Manipulation,"CB01, MA02, MA02",,,
text83,relationship,text83_relationship,1,Partners Related,"RE04, RE10",,,
text83,victim,text83_victim,1,Lacking confidence,VI03,,,
text83,victim,text83_victim,2,Shy,VI05,,,
text84,incident,text84_incident,1,Psychological and physical harm Coercion Manipulation of other partner,"AB02, AB01, MA01, MA01",,,
text84,perpetrator,text84_perpetrator,1,Strong physically Coercive Short temper,"PE11, MA02, PE02",,,
text84,perpetrator,text84_perpetrator,2,Controlling,CB01,,,
text84,perpetrator,text84_perpetrator,3,Abusive parent / s Wants the other partner to be a certain way,"PE09, CB01",,,
text84,relationship,text84_relationship,1,One sided Overly emotional about problems,"RE02, RE01",,,
text84,relationship,text84_relationship,2,Not many friends Unbalanced,"CI03, RE02",,,
text84,victim,text84_victim,1,Weak physically,VI15,,,
text84,victim,text84_victim,2,Subordinate Wants to please Difficult childhood,"VI05, VI05, VI10",,,
text85,incident,text85_incident,1,Can be suffered from s partner or a total stranger,"RE04, RE08",,,
text85,perpetrator,text85_perpetrator,1,Mental health problems and evil,"PE09, PE01",,,
text85,relationship,text85_relationship,1,Should be equal usually between a man and women but nowadays isn;t always,,Exclusion. ,e,
text85,victim,text85_victim,1,Woman who are scared to stand up for themselves can be a man as well Either sex who have suffered abuse or asult through no fault of their own,VI13,,,
text86,incident,text86_incident,1,common hidden scared angry,"FR01, MA06, AB02",,,
text86,perpetrator,text86_perpetrator,1,Violent angry strong,"PE07, PE02, PE11",,,
text86,relationship,text86_relationship,1,in tatters trapped scared,"RE01, VI13, VI13",,,
text86,victim,text86_victim,1,scared ashamed sad lonely trapped,"VI13, VI04, VI10, VI02, VI13",,,
text87,incident,text87_incident,1,Objects thrown Hitting,"AB05, AB01",,,
text87,perpetrator,text87_perpetrator,1,Aggressive Manipulative,"PE03, MA02",,,
text87,relationship,text87_relationship,1,Lack of trust Disloyalty Secrets being kept,"RE01, RE11, RE01",,,
text87,victim,text87_victim,1,Calm Empathetic,"VI09, VI09",,,
text88,incident,text88_incident,1,aggressive behaviour Hit their partner,"AB05, AB01",,,
text88,perpetrator,text88_perpetrator,1,Aggressive non - conforming,"PE03, PE04",,,
text88,relationship,text88_relationship,1,same sex relationship,RE04,,,
text88,victim,text88_victim,1,vulnerable gullible,"VI01, MA03",,,
text89,incident,text89_incident,1,slapping verbal aggression,"AB01, AB02",,,
text89,perpetrator,text89_perpetrator,1,controlling angry,"CB01, PE02",,,
text89,relationship,text89_relationship,1,unhealthy unbalanced,"RE01, RE02",,,
text89,victim,text89_victim,1,unhappy anxious tries not to provoke partner,"VI10, VI13, VI13",,,
text9,incident,text9_incident,1,Bullying verbally Physical abuse violent episodes Often abuse and be seen by others,"AB02, AB01, AB01, FR01, AB08",,,
text9,incident,text9_incident,2,Others do n't intervene as it 's not seen as threatening,AB12,,,
text9,perpetrator,text9_perpetrator,1,Strong minded Comes across organised Happy to give advice to others Has two different personalities Blows small issues out of proportion,"PE04, PE16, PE08, MA06, PE02",,,
text9,relationship,text9_relationship,1,Can beseen a big and little relationship Often occurs within families More likely in siblings Often sibling rivalry is used an excuse Can be excessively nasty but starts with bickering,RE10,,,
text9,victim,text9_victim,1,Often puts on a brave face Does not want to be described as a victim Brushes off incidents of abuse as just having a bad day Does not speak out for fear of being told it is not abuse,"MA06, VI17, VI17, VI26",,,
text90,incident,text90_incident,1,"Financial , verbal abuse",CB06 AB02,,,
text90,perpetrator,text90_perpetrator,1,"Controlling , obsessive ,","CB01, CB09",,,
text90,relationship,text90_relationship,1,Different temperaments and expectations so clash,RE02,,,
text90,victim,text90_victim,1,"Scared , keen to please , likes house","VI13, VI05, DE03",,,
text91,incident,text91_incident,1,"rape , sexual abuse , not consenting , pyhsical abuse , emotional abuse","AB03, AB03, AB03, AB01, AB02",,,
text91,perpetrator,text91_perpetrator,1,"controlling , aggressive , coercion , manipulative , selfish , bad person","CB01, PE03, MA02, MA02, PE05, PE01",,,
text91,relationship,text91_relationship,1,"controlling , coercive","CB01, MA01",,,
text91,victim,text91_victim,1,"sad , anger , feel to blame , unease , gross , violated , forced , untrusting , frigid , feel at fault , disgust , no consent","VI10, VI16, VI04, VI13, AB05, AB05, VI10, VI10, BL05, AB03",,,
text92,incident,text92_incident,1,Slapping Hitting Not as serious as male violence,"AB01, AB01, GE03",,,
text92,perpetrator,text92_perpetrator,1,Dyke Butch,"GE08, GE08",,,
text92,perpetrator,text92_perpetrator,2,Controlling,CB01,,,
text92,perpetrator,text92_perpetrator,3,Aggresive,PE03,,,
text92,relationship,text92_relationship,1,Controlling Unhealthy Obsessive,"CB01, RE01, CB09",,,
text92,victim,text92_victim,1,Femme,GE05,,,
text92,victim,text92_victim,2,Weak Demure,"VI01, VI08",,,
text93,incident,text93_incident,1,Punches Dragging to floor,"AB01, AB01",,,
text93,perpetrator,text93_perpetrator,1,Butch Domineering Masculine,"GE08, PE04, GE08",,,
text93,relationship,text93_relationship,1,Controlling Oppressive,"CB01, CB01",,,
text93,victim,text93_victim,1,Dainty Vulnerable,"VI15, VI01",,,
text93,victim,text93_victim,2,Insecure Feminine,"VI03, GE05",,,
text94,incident,text94_incident,1,Physical and mental abuse,"AB01, AB02",,,
text94,perpetrator,text94_perpetrator,1,Aggressive Mood swings,"PE03, PE02, ",,,
text94,relationship,text94_relationship,1,Jealousy,CB02,,,
text94,victim,text94_victim,1,Shy easily controlled,"VI05, MA03",,,
text95,incident,text95_incident,1,"Violent outbursts , emotional control","AB01, AB02",,,
text95,perpetrator,text95_perpetrator,1,"Manly , "" butch "" , scruffy","GE08, GE08, PE14",,,
text95,relationship,text95_relationship,1,On and off relationship,RE01,,,
text95,victim,text95_victim,1,"Timid , quiet","VI05, VI08",,,
text96,incident,text96_incident,1,Physical and mental abuse,"AB01, AB02",,,
text96,perpetrator,text96_perpetrator,1,Controlling and manipulative,"CB01, MA02",,,
text96,relationship,text96_relationship,1,Volatile and violent,"RE01, AB01",,,
text96,victim,text96_victim,1,Will seek to hide signs of abuse .,MA06,,,
text96,victim,text96_victim,2,Brainwashed,MA01,,,
text97,incident,text97_incident,1,Hitting,AB01,,,
text97,incident,text97_incident,2,Punching,AB01,,,
text97,incident,text97_incident,3,Verbal abuse Sexual abuse,"AB02, AB03",,,
text97,perpetrator,text97_perpetrator,1,Bully Self obsessed Power trip,"PE01, PE20, PE04",,,
text97,relationship,text97_relationship,1,Unequal,RE02,,,
text97,victim,text97_victim,1,Weak Vulnerable Lonely Powerless,"VI01, VI01, VI02, VI05",,,
text98,incident,text98_incident,1,Caused by insecurities,,"Unclear, omit. ",,
text98,incident,text98_incident,2,Threatening language used,AB02,,,
text98,perpetrator,text98_perpetrator,1,Masculine Loud Uneducated Over confident,"GE08, PE08, CI02, PE20",,,
text98,relationship,text98_relationship,1,"Seemingly OK in public , terrible behind closed doors .",MA06,,,
text98,victim,text98_victim,1,Feminine Timid Lacking in confidence Scared,"GE05, VI05, VI03, VI13",,,
text99,incident,text99_incident,1,Financial abuse .,CB06,,,
text99,incident,text99_incident,2,Physical abuse .,AB01,,,
text99,incident,text99_incident,4,Mental abuse .,AB02,,,
text99,perpetrator,text99_perpetrator,1,Outgoing .,PE08,,,
text99,perpetrator,text99_perpetrator,3,Strong character .,PE04,,,
text99,perpetrator,text99_perpetrator,5,Believable .,MA06,,,
text99,relationship,text99_relationship,1,Friends .,RE08,,,
text99,victim,text99_victim,1,Easily influenced .,MA03,,,
text99,victim,text99_victim,2,Kind .,VI09,,,
