StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,consent,mf_victim,mf_perpetrator,mf_relationship,mf_incident,mf_meta,fm_victim,fm_perpetrator,fm_relationship,fm_incident,fm_meta,mm_victim,mm_perpetrator,mm_relationship,mm_incident,mm_meta,ff_victim,ff_perpetrator,ff_relationship,ff_incident,ff_meta,gender,age,ethnicity,ethnicity_6_TEXT,sexual_orientation
07.02.2024 16:52,07.02.2024 17:05,100,819,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"quiet
uncertain","confident
loud","married/long term relationship
co-habitting",physical and sexual assualts at home,Slightly difficult,"Calm
levl-headed",Hot-headed,co-habiting,not sure,Moderately difficult,"quiet 
shy
introverted","argumentative
showoff",not sure,not sure,Difficult,not sure,not sure,not sure,not sure,Very difficult,Female,38,White,,Heterosexual or Straight
07.02.2024 16:48,07.02.2024 17:05,100,1020,TRUE,07.02.2024 17:05,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Weak
Had chances to leave in the past 
Emotionally attached to relationship
Reluctant to leave 
","Bully
Controlling
Abusive
Charming towards to other people ","Looks fine on the outside 
Controlling on the inside
Up and down with problems only close people know about ","Mainly happens after drinking 
",Slightly difficult,"Jealous 
Controlling
Manly 
","Reserved
Not manly
Soft ","People may view the relationship as normal and may miss warning signs
Controlling and jealous arguments 
","The violence would not be as brutal 
Smaller violent actions 
",Moderately difficult,"What did they do
How long did they know the perpetrator 
Nervous to speak up ","Wants to feel in control
Emotionally detached 
No empathy ","How long were they in a relationship for
What happened/what led to the incident 
Cheating ",People won’t take this as seriously knowing it’s two men which is unfair. ,Slightly difficult,"Feminine
Shy
","Manly 
Controlling
Jealous","Short relationship
Jealous arguments
Suspicions of cheating ","Not as brutal as incidents involving a man
Scratches and smaller incidents ",Moderately difficult,Female,27,White,,Heterosexual or Straight
07.02.2024 16:54,07.02.2024 17:06,100,688,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"not keen to avoid risks
not too smart in going around alone
unlucky","coward
psycho
mentally ill","unwanted
forced
violent","criminal
jail",Moderately difficult,"laughable
learn to defend yourself","lucky not to find another man
needed to be put at her place","laughable
toxic
to avoid","laughable
not serious",Moderately difficult,"laughable 
better go with women next time
learn something from this","gay idiot
shame on him","laughable
superficial","deserved
next time behave
next time learn",Moderately difficult,stupidity for being in a gay relationship,"gay things
not knowing anything else
she would deserve being beaten by a man","idiotic
unreal
superficial","meaningless
things for women",Moderately difficult,Male,55,Other,mediterranean,Heterosexual or Straight
07.02.2024 16:46,07.02.2024 17:06,100,1201,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Not financially independent.
May have children
Meek and mild nature
People 'pleaser' .
May have come from previous abusive relationship.
'Seeks out' strong partner
Often working class or on benefits
Drinks too much or on drugs
Low self esteem
Younger than her partner.



","Physically strong man.
Drinks alcohol
In a 'masculine' job - eg. mechanic, builder, policeman, forces.
Older than partner.
Earns more money than partner
Is 'more successful' in career than victim partner
","Married or in a relationship but the man isn't faithful.
May or may not have children.","Violent incidents in the home involving slapping, hitting, punching
Verbal abuse in the home.
Sexual coersion
Rape
Financially controlling behaviour.
Arguments outside the home.
Not allowing her to wear what she wants - instructing her to wear certain items.
",Not at all difficult,"Weak male.
Should have 'stood up for himself'.
Short in stature.
Geeky.  Not masculine.
Under 40
","Strong, determined woman
Physically strong, tall, well built.
Earns her own money

","Married. 
Monogamous
","Verbal abuse.  'Putting him down in public'.  
Verbal arguments at home or in public.
Financial coersion/control.
Slapping. ",Slightly difficult,"Gay man
Quiet person
Submissive
Not confident
Geeky","Stronger male
More confident
Higher earner
","In a non-monogamous relationship
Not married","Verbal arguments inside and outside the home.
Financial control.
Coersive control - sexual and otherwise
Physical abuse - fights - punching, slapping, etc.
Rape",Slightly difficult,"The more timid, shy person in the relationship.  
More willing to please.
Physically weaker, shorter, smaller in stature.
In a lesser paid job than her partner perpetrator.
Is less of a victim compared to a victim of a male perpetrator as relationship was more 'equal'.
'Asked for it'
Should have 'just walked away' from the violence
Meek and loyal
","A larger, stronger female (physically).  
Butch - short hair. 
In a more typically 'male' profession, eg. a mechanic, 
Has multiple partners
Bossy
","Lovers
Possibly married.
Not a monogamous relationship
","Slapping, hair pulling, shouting verbal abuse.
Financial controlling.",Slightly difficult,Female,51,White,,Heterosexual or Straight
07.02.2024 16:52,07.02.2024 17:06,100,846,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Timid
Change over time
Withdrawn
Hopeful
Gullible 
Trusting
Low self esteem
Lack financial freedom
Loss of personality 
","Violent
Liar
Manipulative 
Conning
Belittling
Aggressive
Bully 
Gaslighting 
Over nice when others are around
","Unbalanced power
Controlled 
Possessive 
Controlling 
Obsessive 
Paranoid
Always together 
Rarely seen separately 
May of been cheating in the past
Age difference 
Financial control","Restrictions on leaving home choice when to leave
Items thrown 
Damage to property
Restraint 
Push
Controlled acts of intimacy may lead to rape or non consenting sex acts
Punching
Kicking
Grabbing
Aggressive behaviour used to intimidate
Threatening language and messages 
Control iver social media and socialising activities 
Strangulation 
",Slightly difficult,"Confused 
Anxious 
Low self esteem 
Worried
Lacks confidence 
Fearful of being judged
","Low self esteem
Jealous
Possessive
Angry
Previous relationship poor 
Controlling 
","Possessive
Lack of trust
Lack of confidence 
","Aggression
Arguments escalate 
Punch 
Kick
Biting
Using children and access as control
Threatening behaviour ",Difficult,"Low self esteem
Scared
Intimidated
Anxious 
Bullied
","Bully low self esteem
Angry
Aggressor
Intimidating 
Abusive
Lacks control
Unpredictable ","Not balanced
Controlled 
Filled with aggression
Lies 
Mistrust
","Punch 
Kick
Strangulation 
Property and items broken in aggression ",Slightly difficult,"Timid
Age difference 
Unemployed or lack of education 
Lack of confidence 
Low self esteem
Lack of friendships
Lack of intimate relationships 
Wanting to be part of a group","Bullied in the past or a bully at school during their youth
Low self esteem
Jealous
Lack of friends
Lack of control in life and relationships ","Unbalanced 
Jealous 
Envious
","Control over friendships and social activities 
Aggressive behaviour 
Punching
Cutting
Controlling physical choices such clothing and make up
Restating
Locking in home ",Slightly difficult,Female,32,White,,Heterosexual or Straight
07.02.2024 16:52,07.02.2024 17:06,100,833,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"girlfriend, wife, common-law wife, cohabitee, prostitute","boyfriend, pimp, husband, partner","there is a psychological dependency, could be wife, more likely girlfriend or casual relationship, or civil partners","hitting, rape, co-ercion, psychological abuse, financial control, belittling her, punching, threats, etc",Not at all difficult,"husband, boyfriend","wife, girlfriend","married, or co-habiting","assault, eg hitting, throwing hot fat at him, bruising, threatening",Slightly difficult,"homosexual male
possibly older than the partner
or possibly a lot younger
","homosexual man
frustrated
manipulator","married or cohabiting
boyfriend
casual acquaintance, eg met at a night club 
","physical abuse, hitting, slapping
or of a sexual nature",Moderately difficult,the woman in a lesbian relationship,the woman in a lesbian relationship,"co-habiting or married or civil partners
could also just be girlfriends","physical abuse, hitting, violence
financial abuse, possibly
",Moderately difficult,Female,51,White,,Heterosexual or Straight
07.02.2024 16:45,07.02.2024 17:06,100,1232,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Trustful, heart broken, fragile","Manipulator, bully, hitting ","One sided, pressurised ","Restraints, hitting,",Moderately difficult,"Weak, easily manipulated, scared, too trusting","Manipulation, blackmail, hitting","Togetherness, happiness","Hitting, name calling, being told your worthless",Not at all difficult,"Quiet, weak, introvert, easily influenced ","Outgoing, strong minded, crafty, greedy",Family,Hitting,Slightly difficult,"Weak, timid, scared","Argumentative, strong willed, jealousy ","Love, family, wedding ","Name calling, slapping, scratching, hair pulling, rumours ",Slightly difficult,Male,41,White,,Heterosexual or Straight
07.02.2024 16:57,07.02.2024 17:06,100,567,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared 
Mentally broken
Thinks they can change their partner
Low self confidence","Abusive 
Mean
Low self worth
Drug or alcohol abuse","Women loves the man
Man doesn't care about anything
Lives together ","Psychological warfare
Thrown objects
Controlling 
Abusive",Slightly difficult,"Insecure 
Low self belief
Believes they can change the other
Doesn't see her own worth 
Scared of change ","Doesn't care about anything 
Uses partner to get frustration out
Doesn't value what has","Live together 
Toxic
On and off","Throwing things
Mental torture
Manipulation
",Not at all difficult,"Embarrassed
Ashamed
Scared
Mentally drained","Drug abuse 
Violent
Manipulative
Doesn't care
","Live together 
Recluse
Introverted","Fights
Punches
Kicks
Throwing stuff",Difficult,"Mental health issues
Low self confidence
Views herself negatively 
Believes she can change the other person
Scared to speak up","Drug or alcohol abuse
Bully
Doesn't care about anything
No or little work
Has next to no friends or family","Toxic
On and off
Live together

","Punching other
Mentally torturing
Throwing things
Manipulative",Slightly difficult,Male,29,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:06,100,620,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Embarrassed
Shameful
Scared
Possibly female
Trapped
Coerced
Frightened
Under duress
Having to out a brave face on","Possibly male
Cowardly
Angry
Possessive
Two-faced
Demanding
Unfeeling
Lack of empathy
Aggressive
Domineering","Married
Partners
Parent and child
","Physical abuse
Name calling
Shaming
General aggression
Hitting
Slapping
Punching
",Moderately difficult,"Embarrassed
Shameful
Trapped
Scared
","Domineering
Two faced
Unpredictable
Fearmonger
","Married
Partners
Parent and child","Hitting
Verbal abuse
Use of weapons
Name calling
Shaming",Difficult,"Feeling of weakness
Embarrassed
Trapped
Scared","Two faced
Aggressive
Domineering
Hateful
","Brothers
Parent and child
Partners
Married","Physical and mental abuse
Name calling
Aggression
",Difficult,"Confused
Scared
Trapped
","Hateful
Domineering
Abusive
Aggressive","Married
Partners
Sisters
Parent and child","Physical and verbal abuse
Hitting
Name calling
Shaming",Difficult,Male,51,"White,Asian",,Heterosexual or Straight
07.02.2024 16:54,07.02.2024 17:06,100,737,TRUE,07.02.2024 17:06,EN,I have read and understood the above statement. I choose to participate voluntarily.,"a quiet person, kind, a people pleaser","from an abusive home, low class, low educated","poor relationship, the male does little to help the female, sees females as less equal than males","frequent periods of hitting the female, shouting, violent behaviour.",Slightly difficult,"quiet, softly spoken, normal, ","confident, outspoken , not afraid to voice their opinion. likes to work out. sees women as the weaker sex",changeable. lots of arguments and violence involving the police. they break up and get back together often,"lots of arguments and violence, where they both get arrested. they get back together frequently. one person sometimes gets hurt which requires medical attention",Moderately difficult,"middle class, outgoing, friendly","outgoing, high confidence, talktative","fun, outgoing, enjoy other peoples company as well as their own",few incidents but occur when other people get involved in their relationship. volatile,Difficult,"loud, outspoken, brash, fearful","loud, low self esteem, poorly educated, ",poor relationship at times but can be good for the majority. Lots of regrets between the couple.,incidents occur when they are drunk,Moderately difficult,Female,41,White,,Heterosexual or Straight
07.02.2024 16:57,07.02.2024 17:07,100,599,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Submissive
Scared
All aspects of life controlled
Nervous
Stays in
Uses make up to cover injuries","Short tempered
Comes from similar background where male role model abused female
Possibly physically abused themselves
Not afraid to use violence
Contrary after lashing out - controlling","Controlled - range of emotions from happy to rage to apologies

","Violent - domestic violence using physical attacks
Psychological - never do it again etc",Not at all difficult,"Meek
Controlled
Wants to keep the peace
Ashamed of who his abuser is","Controlling
Jealous
Tendency to violence ","Female dominated, male controlled 
Outbursts of female violence knowing make too emabarrased to do anything about it
No one would believe hime","Physical
Psychological ",Difficult,"Submissive
Victim
Thinks deserves this","Powerful
In charge
Dominant","Unbalanced
Domineering
Controlling","Physical abuse
Psychological abuse",Difficult,"Meek
Submissive
Comes from an abusive upbringing","Controlling
Angry
Jealous
","Fractious
Uneven","Psychological - jealous, controlling",Very difficult,Male,46,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:07,100,667,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Down trodden
anxious","Bully
Quick to anger
All smiles to everyone else","abusive
Looks like a happy home from the outside",Quick temper and sudden violent out bursts,Slightly difficult,"Embarrassed
","Manipulative
Good at hiding what is really going on
","Manipulative
controlling","Always behind closed doors
Bruises always well hidden",Moderately difficult,Maybe from a broken home,"A bully
Likes to dominate by fear","controlling
Unhappy","Quick to anger and lash out at home
",Moderately difficult,"Embarrassed
Shy","Controlling
Bullying
Butch","one sided
",violent and explosive,Very difficult,Female,46,White,,Heterosexual or Straight
07.02.2024 16:57,07.02.2024 17:07,100,578,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"not their fault 
Submissive
Mentally weak","Strong
Manipulative
Bully","Poor Quality
Imbalanced
Negative
Damaging
","Physically painful 
Manipulation 
",Moderately difficult,"weak
less important","Mean 
Strong","Poor quality 
Imbalanced
One-sided",More mental than physical ,Moderately difficult,"Submissive 
Low-self esteem 
","Bully
Stronger
Aggressive","Poor Quality
One-sided
Manipulative ","Physical
Emotional ",Moderately difficult,"Submissive 
Self-concious 
weak-willed","Stronger
Rude

","Poor quality
One-sided
Manipulative","Physical
Emotional manipulation ",Moderately difficult,Female,20,White,,Other
07.02.2024 16:54,07.02.2024 17:07,100,822,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"usually pretty and petite, 
wears make up
stay at home mum
","gym user
thick neck
drinks a lot
has a hard look
sulky nature
","living together
often young children
only go out as a couple
he controls the money","violet after drinking
lots of nasty comments on appearance
throwing things
shouting
rough unwanted sex
",Moderately difficult,"working but in an everyday job
soft spoken

","career woman
childless
in control of money
drug user",married probably,"punching, 
pinching
anything to humiliate
",Difficult,"emotional
weak
","probably abused as a child
bully
spolit",living together or married,"usually sexual 
slapping
punching",Difficult,"small
pretty
shy
","butch
fat
short hair",living together,"pushing
pinching
slapping
",Moderately difficult,Female,52,White,,Heterosexual or Straight
07.02.2024 16:54,07.02.2024 17:07,100,817,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,Docile woman. Limited education thus dependent on her man.,Aggressive man with toxic masculinity.,"Dating or married, possibly.",Punching. Beating. ,Not at all difficult,Weak male and beta male.,Vindictive and selfish woman. Domineering woman.,She take advantage of him financially and probably cheats on him. He is submissive.,"She stabs, slaps and kicks him. She feigns that he is abusing her.",Slightly difficult,Weak and possibly cowardly.,Aggressive and a bully.,Maybe father and son.,,Slightly difficult,She should be able to defend herself from a fellow woman.,An aggressive and butch woman. A bully and a narcissist.,I don't know.,Fighting. Beating. Hitting with objects. Throwing things.,Moderately difficult,Female,24,Black or African American,,Heterosexual or Straight
07.02.2024 16:47,07.02.2024 17:07,100,1246,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Eager to please
Overly emotional
Apologiising a lot
Not very dominant or extraverted","Angry
Aggressive
Manipulative 
His way is the only way
Wants things done now
Bossy
Controlling","Would appear normal 
Male may be louder
Male may be the one who organises things","Female doesn't do something the right way
A bad day at work my trigger the male
Female doesn't want to engage sexually with male 
",Not at all difficult,"Sensitive
Quiet and withdrawn
Lack of self confidence 
Not very social ","Jealous
Angry
Anger management issues 
Controlling 
Lack of self confidence ","Woman may seem to be the dominant one 
Woman may be overly affectionate to male 
Woman has the final say on things","Male looks/talks to another female may cause violence
Male getting into a new hobby potentially making the woman feel left out
Anger from outside sources could be taken out on him.",Slightly difficult,"Sensitive 
Emotional 
","Overly sensitive 
Extraverted 
","Would appear normal 
Would be affectionate with each other","If another male was involved may cause violence
",Very difficult,"Anxious and on edge
Quiet and introvert 
Making excuses for things
Emotional ","Appears completely normal
Outgoing 
Affectionate to other half(due to guilt etc)
Easily triggered","Hostile
Victim always walking on egg shells
Tense

","Violent when the victim doesn't do something correctly
The perpetrator under the influence 
Having a bad day may lead to violence
Victim engages in conversation with someone else.
Sexual violence 
",Slightly difficult,Female,35,White,,Bisexual
07.02.2024 16:55,07.02.2024 17:07,100,736,TRUE,07.02.2024 17:07,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Anxious, shy, introvert, shell, apologetic, small","Loud, controlling, jealous, large","Traditional. Male working more, more financial control. Male dominating in relationship","Stereotypically, mostly violent, especially when jealousy gets involved",Slightly difficult,"Happy, outgoing
Wants to please
Kind, compassionate, apologetic","Personality sways from extremes 
Extreme lack of identity, acts as a vacuum for aggression
Lazy","Traditional, male trying everything to make wife happy
Perpetrator- never happy, wants everything",Psychological/ mental - may be occasional violence from perpetrator that victim feels he cannot defend (due to gender roles),Moderately difficult,"Easily swayed
Has a small vice that is magnified by perpetrator
anxious
Dependent","Perfectionist
Obsessive 
Reliant on something (OCD or alcohol etc)","In public full of love
Perpetrator clearly the 'masculine' role",Psychological/ mental harm. Occasional violence,Slightly difficult,"outgoing, friendly, sociable ","Reserved, introvert, jealous ",One dominant; more friend relationship than focused on sex,Psychological mind games,Very difficult,Female,29,White,,Heterosexual or Straight
07.02.2024 16:57,07.02.2024 17:08,100,633,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Submissive / Subordinate
Oppressed
Hoodwinked
Gaslit","Patriarchal
Traditional
Breadwinner
Manipulative
Gaslighting","Unbalanced
Untrusting
Abusive","Beatings
Injuries not always visible to 'the person in the street'
Physical assault
Sexual violence, e.g. rape",Slightly difficult,"Weak
Not a real man
Doesn't wear the trousers
Unable to stand on his own two feet
Shame / ashamed","Dangerous
Demonic
Violent
Manipulative","Turbulent
Unsettled
Untrusting","Hurtful
Start from an argument
Escalatative
Confrontational",Slightly difficult,"The more effeminate partner
Fawn-like
Gaslit
Manipulated","The more masculine partner
Physically violent
Bear-like
Manipulative
Gaslighting
","Unbalanced
Untrusting
Jealousy and envy","Starts from an argument
Injuries not always visible to person on the street
Less common?",Difficult,"The 'female' of the partners
Weak
Abused
Gaslit","Bossy
Coercive
the 'male' of the partners
Manipulative
Scheming","Unbalanced
Untrusting
Unloving (to an extent)","Terrifying
Worrying
Frightening",Difficult,Male,38,White,,Heterosexual or Straight
07.02.2024 16:56,07.02.2024 17:08,100,719,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Paranoid
Tries to please
Housework all the time
scared
Denialist
Thinks he will change
thinks its her fault
Thinks she deserves it","aggressive
Bullying
controlling
makes her dependent on him
threatening violence
demanding
Never happy with her
Rapist if he forces her to have sex","Heterosexual couple, married or otherwise.","Slaps, kicks, punches
Rape",Not at all difficult,"Tries to please her
Tries to make himself smaller
Afraid of her
afraid to tell anyone
Thinks he will not be believed if he tells police or mates or family","Controller
Paranoid
Possessive",Heterosexual couple,"Slaps, punches, stabbing, scalding,
throwing things at him
threatening him",Not at all difficult,"Wants to please partner
Nervous of upsetting partner
Nice person","Controlling 
Aggressive
Threatening",Gay couple ,"Punches
Slaps
Kicks
Rape",Not at all difficult,"Wants to please
Tries to not upset partner
paranoid","Aggressive
Judgemental
critical
",Lesbian couple,"Slaps
throws objects
Scalds
",Not at all difficult,Female,62,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:08,100,802,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Scared, controlled, reliant, quiet, depressed, emotional,","Controlling, bully, coward, ","husband wife, gf and bf",Too many to list,Not at all difficult,"Weak, someone to be laughed at, henpecked, ","Bully, horrible, nasty",Dominated by female,"pushing, hitting, verbal abuse",Very difficult,"Physically or mentally weak, cowardly, nervous","Bully, physically large, emotionally controlling","FFeinds, siblings, work coleaguyes","hitting, punching, kicking, workplace bullying",Not at all difficult,"Weak character, easily led, timid, physically fragile","mean, physically large, bully, controlling",Friendship/intimate,Emotional control,Very difficult,Male,53,Asian,,Heterosexual or Straight
07.02.2024 16:51,07.02.2024 17:08,100,996,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Afraid 
Scared
Embarrassed 
Vulnerable 
Believes it’s their fault 
Unhappy
Makes excuses ","Bully 
Narcissist
Nasty 
Insecure","Unhappy
Insecurity 
","Verbal criticism 
Nothing is ever good enough 
Bullying ",Slightly difficult,"Kind
Genuine 
Lost 
Embarrassed 
","Wants to be in control
Jealous 
Bully 
Unstable 
Unkind","Victim believes it will get better and is their fault 
Reoccurs after promising it won’t happen again ",Physical harm hitting throwing things ,Difficult,"Effeminate 
Weak 
Vulnerable ","Bitchy
Controlling
Narcissistic ","One alpha male 
Jealous
Really good and really bad ","Verbal
Mental torture 
Bitchy
Pick faults ",Moderately difficult,"Scared
Embarrassed 
Guilty
Meek
Believes it’s their fault ","Stronger
Bully
Annoyed 
Alpha","Controlling 
Unbalanced ","Physical 
Mental - name calling, picking fault ",Moderately difficult,Female,54,White,,Heterosexual or Straight
07.02.2024 16:54,07.02.2024 17:08,100,872,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"subservient
submissive
weak
","aggressive
controlling
domineering
macho
","unequal
controlling
abusive
financial control
social control","physical assault
sexual assault
emotional abuse",Very difficult,"weak
low educated
controlled
submissive
","domineering
aggressive
bitchy/butch
catty
argumentative
harpy","controlling
argumentative
unhappy
aggressive
financial control
","hitting/ physical abuse
emotional abuse
verbal abuse",Very difficult,"weak
submissive
introverted
","aggressive
macho/bitchy
controlling
bad tempered
","unequal
dominant/submissive
tempestuous
argumentative
unhappy","physical assault
anger
domination
verbal abuse
",Very difficult,"weak
vulnerable
low educated
subservient
Submissive
ashamed
introverted","aggressive
butch
low educated
domineering
controlling
aggressive","Unequal
Dominant/subservient
controlled
Abusive
Financial control
Controlling external relationships","Hitting
Coercive control
Physical abuse
",Very difficult,Female,45,White,,Heterosexual or Straight
07.02.2024 16:59,07.02.2024 17:08,100,539,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"woman 
submissive, 
peace-maker
loves him","confident
arrogant
confrontational
demeaning","unstable
passionate
emotional
turmoil","verbal abuse
threats
slap
hands around neck",Moderately difficult,"man
trusting
outwardly confident","woman
assertive
bossy",one sided,"punching
slapping
throwing objects",Moderately difficult,man,man,unstable,"arguments
jealous rages",Very difficult,"woman
confident
loving
trusting","man
dismissive
critical
jealous","fiery
troubled
one-sided","jealous rages
arguments
pushing
rough sex
",Difficult,Non-binary / Other,55,White,,Heterosexual or Straight
07.02.2024 16:46,07.02.2024 17:08,100,1342,TRUE,07.02.2024 17:08,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Physically weaker.
Threatened against speaking out or seeking help, possibly with violence.
Self-blaming, thinks that the perpetrator can change.","Violent.
Physically larger.
Alcoholic.
Manipulative, places blame on the victim.
Sociopathic - doesn't truly care for or respect anyone else.","Toxic.
Imbalanced (in terms of power imbalance, e.g. he probably controls the money, is older, etc.).","Incidents are common, threat of violence hangs in the air.
Beatings, hitting, shoving, etc.
",Slightly difficult,"Effeminate and submissive.
Physically small (short, weak, etc.)","Loud and foul-mouthed.
Aggressive and dominant.
Coercive, controlling, manipulative.","Woman 'wears the trousers'.
Man isn't allowed to do things by himself, e.g. go out with friends, and is isolated.
","Physical violence, e.g. hitting and shoving.
Threat of violence, or blackmail ('do this or I'll tell people you beat me' etc.)
Controlling of finances, isolating the victim.",Moderately difficult,"Physically smaller and weaker.
More effiminate.
","Bigger and more aggressive.
More masculine.","Coercive and manipulative.
Victim believes he can 'change' the perpetrator.
Possibly an age gap or power imbalance that keeps the victim stuck.","Physical beatings and shoving.
Threat of violence.
Forced to perform sexual acts against the victim's will.",Difficult,"Physically smaller and weaker.
More introverted (fewer friends, less outgoing, etc.).
More feminine.
","Physically larger.
Louder, more extroverted and confident.
More masculine.","Abusive and controlling, limit victim's access to friends or support.
","Physcological abuse and manipulation.
Intimate violence and humiliation.",Very difficult,Male,26,White,,Heterosexual or Straight
07.02.2024 16:46,07.02.2024 17:09,100,1369,TRUE,07.02.2024 17:09,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Dependant
Lacking in confidence
Desperate to please
","Jealous
Possessive
Controlling","Unbalanced
Unstable
Unhealthy","Serious
Punching
Kicking
Unreasonable",Slightly difficult,"Weak
Weedy
Henpecked
Lacking in confidence
Pathetic","Big and strong
Loud
Bossy","Married
Long term relationship 
Well established ","Mild
Slaps and smacks
Easily overpowered",Moderately difficult,"Effeminate 
Weak
Lacking in confidence ","Alpha
Controlling
Dominant ","Unfaithful 
Casual 
Superficial
","Slapping
Punching
Shoving",Very difficult,"Flirty
Attractive
Feminine","Masculine
Strong
Jealous","Unstable
One sided
Casual","Pushing
Shoving
Slapping",Very difficult,Female,55,White,,Heterosexual or Straight
07.02.2024 16:55,07.02.2024 17:10,100,892,TRUE,07.02.2024 17:10,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Mild mannered and shy. 
Quiet. 
No support network. 
Soft or too forgiving. 
Easily manipulated. 
Afraid to be alone. ","Aggressive. 
Physically larger. 
Intimidating. 
Jealous or controlling. ","Unequal power balance.
Unstable - extreme highs and extreme lows. 
Co-dependent or unhealthy attachment. ","Instigated by the perpetrator. 
Varying levels of severity. 
Frightening and unpredictable. ",Slightly difficult,"Tired and brow beaten. 
Embarrassed and feels shame. 
Secretive about abuse.","Domineering and aggressive. 
Uncontrolled anger problems. 
Lack of healthy coping mechanisms. 
Unhinged/crazy.","Rocky and unstable. 
Perpetrator dominates relationship. 
","Somehow seen as more socially acceptable or not as serious.
Perception that women can't hurt men.
Perceived as some as a joke.",Difficult,"Quiet, takes a back seat in relationship. 
More feminine.
Gentler. ","Aggressive. 
Dominating. 
Violent and unpredictable.","Extreme highs and lows. 
Unstable or insecure. ","Physical and aggressive. 
Generally one sided. 
Frightening and unpredictable. ",Difficult,"Shy or subdued. 
Smaller.
Sad or depressed. 
Not likely to be social or have a good support network. ","More outgoing/bold.
Physically larger.
Aggressive or unhinged. ","Unstable. 
Unpleasant - 'walking on eggshells'. 
One personal more dominant. 
Unequal. ","Possibly more verbal than physical. 
Bad language and insults. 
Possibly less extreme than those involving men. ",Difficult,Female,29,White,,Heterosexual or Straight
07.02.2024 16:45,07.02.2024 17:10,100,1511,TRUE,07.02.2024 17:10,EN,I have read and understood the above statement. I choose to participate voluntarily.,"Mental health issues
Lack of confidence & self-esteem
","Controlling
Aggressive
Jealous
",Unstable,Possible,Slightly difficult,"Apologectic
Self doubt
No confidence","Controlling
Maniplative
Jealous
","Not equal
Soul destroying","Can be violent but less likely
",Slightly difficult,"Low self esteem
Lack of confidence","Controlling
Violent
Agressive","Unbalanced
Unstable
",Quite posssibly,Difficult,"Low self estime.
Potential mental health issues
","Mental healths issues
Insecure
Maniplative",Unstable,Possibly,Moderately difficult,Female,47,White,,Heterosexual or Straight
